Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[C2H6] dissolved (ppm),Delta 13 CH4 (per-mille),Depth (meter),Hydrostatic Pressure Calibrated (bar),[CH4] measured (ppm),[H2O] measured (%),[C13] measured (ppm),[C2H6] measured (ppm),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Box Pressure (mbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,[CH4] dissolved with water vapour (ppm)_RSD,[CH4] dissolved with water vapour (nmol/L)_RSD,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,Error Standard_FLAG,[C2H6] dissolved (ppm)_FLAG,Delta 13 CH4 (per-mille)_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,[CH4] dissolved with water vapour (nmol/L)_FLAG,is_downcast,Dry gas Flow [sccm],water vapour,[CH4] dissolved with water vapour (ppm) corrected Tcell,[CH4] dissolved with water vapour (nmol/L) corrected Tcell,H20 measured,[H2O] measured corrected Tcell,Total Flow (sccm) corrected Tcell
2024/07/06,15:20:33,2024/07/06,15:20:49,7.34687,8.14558,85.4913,94.7854,0.0722052,8.56877,0.175033,0.0176,1.842,2.003,1.173,-0.003,2.00062,5.00125,30.0,39.801,0.011,7.345,0.0133,13.134,25.324,3.782,32.85,31.99,15.893,54.871,1.787,0.7038,2024-07-06 15:20:33,2.4076919831166196e-05,2.171607178371583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9004549624999996,0.1001750375,7.360418690704915,7.360418690704915,0.020030000000000003,0.02012889952331691,4.921203862023317
2024/07/06,15:20:34,2024/07/06,15:20:50,8.10286,8.98375,94.2723,104.521,,228.608,0.127297,0.0128,1.888,1.8961999999999999,1.471,0.037,2.00062,5.00063,30.0156,39.801,0.008,7.311,0.0118,13.168,25.324,3.465,33.74,31.99,15.899,54.871,1.787,0.7041,2024-07-06 15:20:34,1.7184055999980254e-05,1.5499095589258384e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.90518805394,0.09482194606,8.117802845588015,8.117802845588015,0.018962,0.01905562619875862,4.924863680138758
2024/07/06,15:20:35,2024/07/06,15:20:51,7.15538,7.93327,83.2793,92.333,,-385.354,0.127297,0.0128,1.766,1.8494,1.032,0.012,2.00031,5.00156,29.9844,39.777,0.008,7.315,0.0151,13.168,25.323,4.294,33.78,31.99,15.899,54.871,1.787,0.7038,2024-07-06 15:20:35,3.186553334693615e-05,2.874098574736521e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.9087511493599996,0.09249885063999999,7.170170268721806,7.170170268721806,0.018494,0.018596389301966016,4.927657538661965
2024/07/06,15:20:36,2024/07/06,15:20:52,7.13504,7.91071,83.0586,92.0882,0.0721862,171.659,0.127297,0.0128,1.935,1.8892,1.377,0.006,2.00031,5.00188,30.0,39.794,0.008,7.244,0.0104,13.18,25.319,4.172,33.64,31.99,15.895,54.871,1.787,0.7029,2024-07-06 15:20:36,1.5158989998654526e-05,1.3672603344074046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.90707448304,0.09449551696,7.148661775012286,7.148661775012286,0.018892,0.018988578569002948,4.926373061609003
2024/07/06,15:20:37,2024/07/06,15:20:53,7.64652,8.4778,88.9729,98.6455,0.173292,304.773,0.127297,0.0128,1.894,1.7792000000000001,0.848,0.01,2.00062,5.00094,30.0156,39.809,0.008,7.342,0.0133,13.168,25.319,4.197,33.64,31.99,15.895,54.871,1.787,0.7027,2024-07-06 15:20:37,2.3133399245669924e-05,2.0865082922456297e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9113432755199997,0.08897672447999999,7.6600533993432895,7.6600533993432895,0.017792000000000002,0.01787630088093129,4.929839576400932
2024/07/06,15:20:38,2024/07/06,15:20:54,7.49724,8.31229,87.2418,96.7262,0.202148,384.815,0.127297,0.0128,1.871,1.7982,0.839,0.016,2.0,5.00063,30.0,39.804,0.008,7.225,0.0168,13.176,25.321,3.758,32.98,31.99,15.9,54.871,1.787,0.7026,2024-07-06 15:20:38,3.764585367415208e-05,3.3954542009482334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.91070867134,0.08992132866000001,7.510857184074727,7.510857184074727,0.017982,0.018069442368286306,4.928778113708287
2024/07/06,15:20:39,2024/07/06,15:20:55,7.77983,8.62561,90.5432,100.387,0.173266,336.82,0.127297,0.0128,1.788,1.7748000000000002,0.839,0.013,2.00031,5.00125,30.0,39.808,0.008,7.274,0.0159,13.176,25.319,4.124,33.88,31.99,15.894,54.875,1.787,0.7026,2024-07-06 15:20:39,3.249556866923828e-05,2.930923146305015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9121778149999997,0.08876218500000001,7.793671560691788,7.793671560691788,0.017748,0.017832534774447573,4.930320349774448
2024/07/06,15:20:40,2024/07/06,15:20:56,7.56135,8.38337,87.9233,97.4818,0.178191,237.257,0.127297,0.0128,2.052,1.8074,0.93,0.004,2.00094,5.0,30.0,39.797,0.008,7.267,0.014,13.161,25.317,4.124,33.74,31.99,15.894,54.875,1.787,0.7026,2024-07-06 15:20:40,2.5921297122868272e-05,2.3379619413195415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.90869,0.09036999999999999,7.575575036023894,7.575575036023894,0.018074,0.018165044474459102,4.927795044474459
2024/07/06,15:20:41,2024/07/06,15:20:57,6.75496,7.48932,78.5982,87.143,0.067396,372.802,0.127297,0.0128,1.922,1.7462,0.912,0.041,2.00062,5.00125,30.0,39.806,0.008,7.271,0.0133,13.193,25.319,3.782,33.09,31.99,15.896,54.871,1.786,0.7028,2024-07-06 15:20:41,2.6186683562893046e-05,2.36189667419739e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9132981725,0.08733182749999999,6.7671035673516124,6.7671035673516124,0.017462,0.01754604308995485,4.931464215589955
2024/07/06,15:20:42,2024/07/06,15:20:58,7.62394,8.45277,88.7209,98.3661,,478.752,0.127297,0.0128,1.976,1.7702000000000002,1.247,0.024,2.0,5.00094,30.0,39.821,0.008,7.311,0.0139,13.199,25.319,3.684,33.09,31.99,15.891,54.871,1.785,0.7035,2024-07-06 15:20:42,2.5342539421873724e-05,2.2857595794041478e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.91241336012,0.08852663988000002,7.636584274412359,7.636584274412359,0.017702000000000002,0.017780581457557492,4.930193941577557
2024/07/06,15:20:43,2024/07/06,15:20:59,7.72739,8.56747,89.8952,99.668,0.0433347,-170.272,0.127297,0.0128,1.644,1.7154,0.989,0.002,2.00094,5.00125,29.9844,39.78,0.008,7.275,0.0194,13.186,25.319,3.977,33.29,31.99,15.898,54.871,1.785,0.7039,2024-07-06 15:20:43,4.8704672599674666e-05,4.392895452216349e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9145185574999997,0.08579144250000001,7.743147304765197,7.743147304765197,0.017154,0.01724768598071002,4.932706243480709
2024/07/06,15:20:44,2024/07/06,15:21:00,7.0016,7.76277,81.4138,90.2646,0.0818876,-149.34,0.127297,0.0128,1.802,1.7129999999999999,0.804,-0.023,2.00156,5.00094,30.0,39.789,0.008,7.325,0.0116,13.186,25.319,3.709,34.01,31.99,15.897,54.875,1.784,0.7039,2024-07-06 15:20:44,1.9218464351005484e-05,1.7334018655711813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9137138978,0.0856661022,7.015292096349049,7.015292096349049,0.01713,0.017219707616602374,4.932493605416603
2024/07/06,15:20:45,2024/07/06,15:21:01,7.15325,7.93091,83.2152,92.2619,0.16369,384.415,0.127297,0.0128,1.854,1.5392,1.078,-0.013,2.00062,5.00063,30.0,39.804,0.008,7.324,0.0126,13.186,25.317,4.27,33.36,31.99,15.897,54.871,1.783,0.7039,2024-07-06 15:20:45,2.2194107573480588e-05,2.00178794110638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.92304030304,0.07696969696,7.166242397466607,7.166242397466607,0.015392,0.01546684778849198,4.939127150828492
2024/07/06,15:20:46,2024/07/06,15:21:02,7.86982,8.72538,91.5441,101.496,,-220.726,0.127297,0.0128,1.901,1.5798,0.642,-0.017,2.00094,5.00094,30.0,39.804,0.008,7.271,0.0136,13.186,25.316,4.075,33.22,31.99,15.896,54.871,1.782,0.7043,2024-07-06 15:20:46,2.350244351204983e-05,2.11979306345397e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.92099514988,0.07900485012000001,7.884113898497977,7.884113898497977,0.015798,0.01587482207397325,4.937809971953973
2024/07/06,15:20:47,2024/07/06,15:21:03,6.67515,7.40083,77.6513,86.0931,0.0481454,99.1962,0.127297,0.0128,1.55,1.6574000000000002,1.17,0.001,2.00031,5.00063,30.0,39.799,0.008,7.264,0.0184,13.186,25.317,7.564,33.43,31.99,15.893,54.875,1.782,0.7051,2024-07-06 15:20:47,5.071945948780177e-05,4.574622035636544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9174395583800004,0.08288044162000002,6.68758389034813,6.68758389034813,0.016574000000000002,0.016656661849192372,4.934406220229192
2024/07/06,15:20:48,2024/07/06,15:21:04,7.2972,8.09051,84.867,94.0932,,-90.4476,0.127297,0.0128,1.93,1.6640000000000001,1.032,-0.013,2.0,4.99969,30.0,39.808,0.008,7.296,0.0118,13.198,25.317,4.124,33.43,31.99,15.897,54.871,1.782,0.7051,2024-07-06 15:20:48,1.9081291454256426e-05,1.7210287114162147e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.9164951584,0.08319484160000001,7.310182884803411,7.310182884803411,0.016640000000000002,0.016719257304868586,4.933214415704869
2024/07/06,15:20:49,2024/07/06,15:21:05,7.03628,7.80122,81.8324,90.7287,,188.365,0.127297,0.0128,1.847,1.73,0.908,0.015,2.00062,5.0,30.0,39.809,0.008,7.244,0.0142,13.179,25.321,3.806,33.46,31.99,15.897,54.871,1.782,0.7051,2024-07-06 15:20:49,2.8657188173296122e-05,2.5847239277959092e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.91288,0.08650000000000001,7.048733349645486,7.048733349645486,0.0173,0.017381969718981077,4.930881969718981
2024/07/06,15:20:50,2024/07/06,15:21:06,7.3585,8.15847,85.6286,94.9376,0.0818307,-12.5823,0.127297,0.0128,2.037,1.8164000000000002,1.271,-0.039,2.00062,5.00125,30.0,39.811,0.008,7.293,0.0127,13.186,25.321,3.928,33.49,31.99,15.895,54.871,1.782,0.7061,2024-07-06 15:20:50,2.1918869334782904e-05,1.9769638179707715e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9097872949999997,0.09084270500000001,7.371387027370601,7.371387027370601,0.018164000000000003,0.018249158053633058,4.928656453053633
2024/07/06,15:20:51,2024/07/06,15:21:07,7.17063,7.95018,83.4547,92.5274,,-130.504,0.127297,0.0128,1.799,1.8008,0.463,-0.03,2.00031,5.00125,30.0,39.803,0.008,7.287,0.0146,13.185,25.324,4.124,33.18,31.99,15.897,54.871,1.782,0.7064,2024-07-06 15:20:51,2.9726816193277298e-05,2.6811971552845344e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.91087749,0.09006250999999998,7.183720534744438,7.183720534744438,0.018008,0.018096017763681305,4.929283507763681
2024/07/06,15:20:52,2024/07/06,15:21:08,6.90134,7.65162,80.3555,89.0912,0.00481107,547.236,0.127297,0.0128,1.794,1.8184,1.057,0.015,1.99969,5.00156,30.0156,39.796,0.008,7.32,0.0155,13.178,25.326,4.197,32.87,31.99,15.894,54.871,1.782,0.7064,2024-07-06 15:20:52,3.481207997287483e-05,3.139857964718582e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.910921632959999,0.09094836703999999,6.914387449116483,6.914387449116483,0.018184,0.018276052088115335,4.928887685048115
2024/07/06,15:20:53,2024/07/06,15:21:09,6.94133,7.69595,80.8061,89.5908,0.192455,308.277,0.175033,0.0176,1.922,1.813,1.286,0.036,1.99969,5.00094,30.0,39.79,0.011,7.316,0.0121,13.154,25.326,4.075,32.87,31.99,15.897,54.871,1.782,0.7065,2024-07-06 15:20:53,2.1092499564204556e-05,1.902429199773907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9105829577999995,0.0906670422,6.954839776265395,6.954839776265395,0.01813,0.01822449216944938,4.9284974499694485
2024/07/06,15:20:54,2024/07/06,15:21:10,8.15162,9.03781,94.8408,105.151,0.0192553,156.347,0.175033,0.0176,1.885,1.9015999999999997,1.348,0.042,2.00062,5.00063,30.0,39.806,0.011,7.21,0.0106,13.112,25.33,3.928,33.59,31.99,15.893,54.871,1.782,0.7064,2024-07-06 15:20:54,1.3783763227432094e-05,1.2432215326500558e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.90491801992,0.09509198007999999,8.166274379373785,8.166274379373785,0.019015999999999998,0.019107522357037075,4.924645542277037
2024/07/06,15:20:55,2024/07/06,15:21:11,7.47588,8.28862,86.9911,96.4483,0.250268,317.392,0.127297,0.0128,1.956,1.8814,1.346,0.036,2.00062,5.00031,29.9844,39.801,0.008,7.287,0.0152,13.082,25.328,3.489,33.8,31.99,15.896,54.871,1.782,0.7065,2024-07-06 15:20:55,3.090472292225129e-05,2.7874362680397946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9056141676599996,0.09407583233999998,7.489666603800946,7.489666603800946,0.018814,0.018906895438426576,4.925141063098426
2024/07/06,15:20:56,2024/07/06,15:21:12,7.02944,7.79364,81.8165,90.7111,,46.4979,0.127297,0.0128,1.9,1.8695999999999997,1.193,0.037,2.0,5.0,30.0,39.808,0.008,7.237,0.0138,13.069,25.326,3.684,33.83,31.99,15.898,54.875,1.782,0.7065,2024-07-06 15:20:56,2.7091774024673374e-05,2.4435308790244353e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.90652,0.09348,7.0419464969786345,7.0419464969786345,0.018695999999999997,0.01878505015455667,4.925305050154557
2024/07/06,15:20:57,2024/07/06,15:21:13,7.36754,8.16849,85.7859,95.112,,-211.195,0.127297,0.0128,1.698,1.8960000000000001,1.202,0.014,1.99969,5.00125,29.9844,39.804,0.008,7.242,0.0169,13.082,25.328,4.05,33.69,31.99,15.896,54.871,1.782,0.7064,2024-07-06 15:20:57,3.8765992447954126e-05,3.496484662403944e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.9067362999999995,0.0948237,7.3809216108805265,7.3809216108805265,0.01896,0.019052198159420997,4.92547849815942
2024/07/06,15:20:58,2024/07/06,15:21:14,6.36238,7.05406,74.0621,82.1137,0.0577396,288.005,0.127297,0.0128,1.917,1.9926,1.478,-0.011,2.0,5.00094,30.0,39.815,0.008,7.207,0.0099,13.06,25.33,4.319,33.38,31.99,15.897,54.871,1.783,0.7065,2024-07-06 15:20:58,1.5404612739257953e-05,1.389412621951047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.90129126956,0.09964873043999999,6.373286286157187,6.373286286157187,0.019926,0.020017432626134764,4.921308702186135
2024/07/06,15:20:59,2024/07/06,15:21:15,6.73144,7.46325,78.3062,86.8192,0.0,186.843,0.175033,0.0176,1.942,1.7692,0.749,0.009,2.00031,4.99969,30.0156,39.801,0.011,7.251,0.0127,13.055,25.33,4.075,33.38,31.99,15.894,54.871,1.784,0.7065,2024-07-06 15:20:59,2.396069785959616e-05,2.1611228352259404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.9109254845200003,0.08845451548000001,6.743853748788081,6.743853748788081,0.017692,0.01777935548509849,4.929014840005099
2024/07/06,15:21:00,2024/07/06,15:21:16,7.72328,8.56291,89.9048,99.6787,,33.6229,0.127297,0.0128,1.759,1.8665999999999996,0.699,0.017,2.00031,5.00188,30.0,39.808,0.008,7.255,0.0142,13.058,25.33,6.539,33.24,31.99,15.894,54.871,1.786,0.7067,2024-07-06 15:21:00,2.6108078432997383e-05,2.354806952309437e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.90820490792,0.09336509207999998,7.73702094920579,7.73702094920579,0.018665999999999995,0.018754907262781065,4.927269815182781
2024/07/06,15:21:01,2024/07/06,15:21:17,7.04449,7.81033,81.9747,90.8865,,153.14,0.127297,0.0128,1.798,1.9067999999999998,1.287,0.034,2.0,5.00063,29.9844,39.806,0.008,7.321,0.0113,13.05,25.333,4.343,32.93,31.99,15.898,54.871,1.787,0.7067,2024-07-06 15:21:01,1.8126223473949143e-05,1.6348861059647927e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,2.9052779871600003,0.09535201284,7.057154062965992,7.057154062965992,0.019067999999999998,0.019159772628522455,4.924437759788523
2024/07/06,15:21:02,2024/07/06,15:21:18,8.1095,8.99111,94.3353,104.591,0.14443,221.089,0.127297,0.0128,1.978,1.8716000000000002,0.7,-0.009,2.00031,5.00031,30.0,39.815,0.008,7.177,0.0142,13.023,25.335,3.904,32.79,31.99,15.896,54.871,1.788,0.7064,2024-07-06 15:21:02,2.4864664899192305e-05,2.2426596938531505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.90641419804,0.09358580196,8.123401170252595,8.123401170252595,0.018716,0.0188018804090504,4.9255260784490495
2024/07/06,15:21:03,2024/07/06,15:21:19,6.9289,7.68216,80.6443,89.4115,0.173235,-71.8714,0.127297,0.0128,1.678,1.7302,0.914,0.01,2.0,5.00063,30.0313,39.82,0.008,7.241,0.0165,13.006,25.338,3.562,32.13,31.99,15.901,54.871,1.791,0.7062,2024-07-06 15:21:03,3.9291951103349744e-05,3.5439251460526735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.91410909974,0.08652090025999999,6.940455859005244,6.940455859005244,0.017301999999999998,0.017379236804205247,4.931488336544206
