Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[N2O] dissolved with water vapour (ppm),[N2O] dissolved with water vapour (nmol/L),[N2O] dissolved with constant dry gas flow (ppm),[N2O] dissolved with constant dry gas flow (nmol/L),[NH3] dissolved (ppm),Depth (meter),Hydrostatic Pressure Calibrated (bar),Carrier gas pressure calibrated (bar),[CH4] measured (ppm),[N2O] measured (ppm),[NH3] measured (ppm),[H2O] measured (%),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Carrier gas pressure (dbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,Error Standard_FLAG,[CH4] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_FLAG,[NH3] measured (ppm)_RSD,[NH3] measured (ppm)_FLAG,[H2O] measured (%)_RSD,[H2O] measured (%)_FLAG
2024/12/11,09:58:44,2024/12/11,09:58:56,7.51353,9.18373,156.032,190.717,0.319885,0.390993,6.64301,8.11969,0.816774,-1.3705,-0.1344,44.5349,3.069,0.444,0.302,12.519,1.99969,6.3575,30.0,34.452,-0.084,-42.27,0.045,26.835,16.375,445.349,100,0,48.333,52.121,0.851,0.685,2024-12-11 09:58:44,0,1,0,0,0,0,0,0.0002695137971100135,0.006330399987495506,1,0.006705298013245033,1,0.00016175413371675052,0
2024/12/11,09:58:45,2024/12/11,09:58:57,48.4948,59.2748,105.246,128.641,21.8731,26.7353,47.4703,58.0225,-3.86091,-1.23997,-0.1216,44.5593,3.113,0.462,0.272,16.589,2.00094,6.38656,30.0,34.445,-0.076,-42.348,0.0387,26.61,16.375,445.593,100,0,48.335,52.121,0.839,0.6697,2024-12-11 09:58:45,0,1,0,0,0,0,0,3.088351740805199e-05,6.847177583424388e-05,0,0.005506213235294117,1,9.028211465428898e-05,0
2024/12/11,09:58:46,2024/12/11,09:58:58,6.58359,8.04706,150.417,183.854,0.388396,0.474734,8.87381,10.8464,0.912975,-1.23997,-0.1216,44.5983,3.702,0.6,-0.297,-17.877,2.00031,6.38281,30.0,34.455,-0.076,-42.522,0.0421,26.727,16.375,445.983,100,0,48.335,52.121,0.897,0.7185,2024-12-11 09:58:46,0,1,0,0,0,0,0,0.0002692163394136026,0.0045634095098816664,1,-0.0059677104377104375,0,-9.914471108127761e-05,0
2024/12/11,09:58:47,2024/12/11,09:58:59,29.6096,36.1915,113.731,139.013,13.6347,16.6655,52.3711,64.0128,-2.03616,-1.30524,-0.128,44.5495,3.963,0.574,-0.372,-22.389,1.99906,6.41062,30.0,34.462,-0.08,-42.605,0.0473,26.761,16.375,445.495,100,0,48.332,52.121,0.897,0.7197,2024-12-11 09:58:47,0,1,0,0,0,0,0,7.555961580028099e-05,0.00016408795206348509,0,-0.0060142204301075275,0,-9.992808968689983e-05,0
2024/12/11,09:58:48,2024/12/11,09:59:00,39.8056,48.6541,114.969,140.526,17.9254,21.9101,51.7735,63.2823,-2.79675,-1.30524,-0.128,44.4885,3.167,0.513,0.338,15.632,2.0,6.39063,30.0,34.472,-0.08,-42.593,0.0408,26.531,16.378,444.885,100,0,48.334,52.132,0.832,0.6615,2024-12-11 09:58:48,0,1,0,0,0,0,0,4.181924151375686e-05,9.286487330826649e-05,0,0.004924970414201184,1,0.00010648925281473901,0
2024/12/11,09:58:49,2024/12/11,09:59:01,6.36478,7.77962,148.568,181.594,0.239915,0.293247,5.60017,6.84504,1.24487,-1.23997,-0.1216,44.5373,3.589,0.661,-0.307,-17.504,2.00062,6.36125,30.0,34.491,-0.076,-42.731,0.0399,26.613,16.382,445.373,100,0,48.334,52.125,0.847,0.6761,2024-12-11 09:58:49,0,1,0,0,0,0,0,0.0002501280484164417,0.006635725152658233,1,-0.005185700325732899,0,-9.095121115173672e-05,0
2024/12/11,09:58:50,2024/12/11,09:59:02,6.73817,8.23601,148.435,181.431,0.24966,0.305157,5.49976,6.72231,1.26094,-1.12577,-0.1104,44.5471,3.652,0.673,-0.307,-14.814,1.99969,6.40031,30.0,34.483,-0.069,-42.814,0.0419,26.774,16.385,445.471,100,0,48.335,52.125,0.896,0.7195,2024-12-11 09:58:50,0,1,0,0,0,0,0,0.00026054700311805727,0.007032003524793719,1,-0.005718599348534202,0,-0.00011851019306061833,0
2024/12/11,09:58:51,2024/12/11,09:59:03,21.968,26.8513,115.038,140.61,8.55252,10.4537,44.7861,54.7417,-1.36121,-1.23997,-0.1216,44.5032,3.775,0.628,-0.299,-21.939,2.0,6.38719,30.0,34.493,-0.076,-42.869,0.0423,26.761,16.385,445.032,100,0,48.333,52.129,0.897,0.7196,2024-12-11 09:58:51,0,1,0,0,0,0,0,8.144983612527312e-05,0.00020921202171991413,0,-0.0059842474916387955,0,-8.155750034185695e-05,0
2024/12/11,09:58:52,2024/12/11,09:59:04,74.3554,90.884,113.649,138.912,33.8735,41.4032,51.7741,63.283,-6.24129,-1.17471,-0.1152,44.5593,3.073,0.489,0.256,18.921,2.0,6.35969,29.9844,34.489,-0.072,-42.82,0.0424,26.524,16.385,445.593,100,0,48.339,52.125,0.838,0.6667,2024-12-11 09:58:52,0,1,0,0,0,0,0,2.417793462209873e-05,5.3072755989195096e-05,0,0.0070225,1,9.50140056022409e-05,0
2024/12/11,09:58:53,2024/12/11,09:59:05,6.46783,7.90557,144.572,176.71,0.378296,0.462388,8.45588,10.3355,1.16226,-1.23997,-0.1216,44.5422,3.011,0.456,0.234,15.878,1.99969,6.37375,30.0,34.496,-0.076,-42.889,0.0421,26.726,16.389,445.422,100,0,48.334,52.125,0.897,0.7189,2024-12-11 09:58:53,0,1,0,0,0,0,0,0.0002740347226194875,0.004685246473660837,1,0.007574401709401708,1,0.00011162677919133391,0
2024/12/11,09:58:54,2024/12/11,09:59:06,6.17904,7.55259,145.766,178.169,0.293612,0.35888,6.92645,8.46614,1.22363,-1.23997,-0.1216,44.4885,4.65,0.269,0.635,-21.545,2.00094,6.375,29.9844,34.501,-0.076,-42.873,0.0351,26.717,16.387,444.885,100,0,48.332,52.125,0.895,0.717,2024-12-11 09:58:54,0,1,0,0,0,0,0,0.00019938534141225822,0.004196047845455908,1,0.0019401732283464567,1,-5.718310512880018e-05,0
2024/12/11,09:58:55,2024/12/11,09:59:07,35.6561,43.5822,114.436,139.875,15.1863,18.5622,48.7398,59.5742,-2.21619,-1.3705,-0.1344,44.5276,4.054,0.465,-0.301,-20.082,2.0,6.37344,30.0,34.5,-0.084,-43.159,0.0435,26.735,16.389,445.276,100,0,48.335,52.129,0.894,0.7166,2024-12-11 09:58:55,0,1,0,0,0,0,0,5.306946076547911e-05,0.00012460243772347443,0,-0.006286544850498338,0,-9.422617269196295e-05,0
2024/12/11,09:58:56,2024/12/11,09:59:08,70.1579,85.7534,116.115,141.926,31.0118,37.9055,51.3262,62.7355,-4.55698,-1.17471,-0.1152,44.5373,4.507,0.248,0.667,-11.344,2.0,6.39156,30.0,34.526,-0.072,-42.981,0.0354,26.6,16.391,445.373,100,0,48.329,52.129,0.859,0.6851,2024-12-11 09:58:56,0,1,0,0,0,0,0,1.7861994158890163e-05,4.040913458747961e-05,0,0.00187880059970015,1,-0.00011046897038081807,0
2024/12/11,09:58:57,2024/12/11,09:59:09,7.48784,9.15232,154.981,189.432,0.457213,0.558847,9.46323,11.5668,0.728357,-1.30524,-0.128,44.5764,3.026,1.764,-0.328,52.031,2.0,6.36625,30.0,34.519,-0.08,-43.177,0.0407,26.567,16.391,445.764,100,0,48.333,52.129,0.866,0.69,2024-12-11 09:58:57,0,1,0,0,0,0,0,0.00022122401119682044,0.0036230159684873353,1,-0.005050274390243903,0,3.1836597413080666e-05,0
2024/12/11,09:58:58,2024/12/11,09:59:10,7.47845,9.14084,162.027,198.044,0.388314,0.474633,8.41316,10.2833,0.7484,-1.17471,-0.1152,44.5544,4.328,0.33,0.817,-18.017,2.0,6.38375,30.0,34.536,-0.072,-43.143,0.0317,26.711,16.394,445.544,100,0,48.334,52.125,0.897,0.7179,2024-12-11 09:58:58,0,1,0,0,0,0,0,0.0001343714272342531,0.002587828406907812,1,0.0012299755201958386,1,-5.57745462618638e-05,0
2024/12/11,09:58:59,2024/12/11,09:59:11,5.95026,7.27296,148.73,181.791,0.583558,0.713278,14.5863,17.8287,-0.239332,-1.17471,-0.1152,44.5617,3.258,1.939,-0.305,46.565,2.0,6.39125,30.0,34.529,-0.072,-43.311,0.0405,26.955,16.394,445.617,100,0,48.333,52.121,0.859,0.6945,2024-12-11 09:58:59,0,1,0,0,0,0,0,0.0002756602232507487,0.002810774593099572,1,-0.005377868852459017,0,3.5224954364866316e-05,0
2024/12/11,09:59:00,2024/12/11,09:59:12,5.62476,6.8751,141.681,173.175,0.600241,0.73367,15.1193,18.4802,-0.274497,-1.54997,-0.152,44.5446,3.304,1.923,-0.316,49.661,2.00031,6.37844,30.0,34.536,-0.095,-43.377,0.0395,26.897,16.394,445.446,100,0,48.333,52.125,0.885,0.7136,2024-12-11 09:59:00,0,1,0,0,0,0,0,0.00027738961306793535,0.0025993725853448862,1,-0.0049375,0,3.1418014135841e-05,0
2024/12/11,09:59:01,2024/12/11,09:59:13,6.14301,7.50855,105.672,129.162,0.878389,1.07365,15.1101,18.4689,0.494529,-1.30524,-0.128,44.6203,4.29,0.209,1.142,-20.068,2.00031,6.38656,30.0,34.553,-0.08,-43.357,0.0388,26.926,16.394,446.203,100,0,48.334,52.121,0.886,0.7153,2024-12-11 09:59:01,0,1,0,0,0,0,0,0.0002450655297647245,0.0017138648138808662,1,0.0013182486865148863,1,-7.501694239585409e-05,0
2024/12/11,09:59:02,2024/12/11,09:59:14,7.55252,9.23139,107.181,131.006,0.991303,1.21166,14.068,17.1952,0.43222,-1.3705,-0.1344,44.5471,4.26,0.204,1.085,-14.965,2.0,6.38938,30.0,34.553,-0.084,-43.394,0.0393,26.903,16.398,445.471,100,0,48.333,52.117,0.887,0.7151,2024-12-11 09:59:02,0,1,0,0,0,0,0,0.00020449995498191334,0.0015580402762828318,1,0.0014234930875576038,1,-0.00010320681590377549,0
2024/12/11,09:59:03,2024/12/11,09:59:15,17.6414,21.5629,107.74,131.689,8.81932,10.7798,53.8614,65.8343,-1.36731,-1.23997,-0.1216,44.5446,3.309,1.665,-0.279,41.736,2.0,6.42344,30.0,34.575,-0.076,-43.589,0.0363,26.939,16.401,445.446,100,0,48.335,52.129,0.89,0.7184,2024-12-11 09:59:03,0,1,0,0,0,0,0,7.46930515718707e-05,0.0001494094782817723,0,-0.0047229032258064504,0,3.1572024151811385e-05,0
2024/12/11,09:59:04,2024/12/11,09:59:16,6.40065,7.82346,141.871,173.408,0.847445,1.03583,18.7837,22.9592,-0.295355,-1.17471,-0.1152,44.6081,3.283,1.933,-0.375,54.157,1.99969,6.39313,29.9844,34.569,-0.072,-43.647,0.0452,26.645,16.401,446.081,100,0,48.335,52.129,0.883,0.7054,2024-12-11 09:59:04,0,1,0,0,0,0,0,0.0003191925820033903,0.0024108231212645066,1,-0.005448106666666667,0,3.7724393891833e-05,0
2024/12/11,09:59:05,2024/12/11,09:59:17,8.27933,10.1198,105.864,129.397,1.01812,1.24444,13.0182,15.9121,0.564869,-1.43576,-0.1408,44.5349,4.167,0.315,1.019,-16.493,2.00031,6.40313,30.0,34.567,-0.088,-43.632,0.0356,26.876,16.403,445.349,100,0,48.335,52.125,0.88,0.7094,2024-12-11 09:59:05,0,1,0,0,0,0,0,0.00015307518845123942,0.0012448041488233215,1,0.001243729146221786,1,-7.684229673194688e-05,0
