Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[C2H6] dissolved (ppm),Delta 13 CH4 (per-mille),Depth (meter),Hydrostatic Pressure Calibrated (bar),[CH4] measured (ppm),[H2O] measured (%),[C13] measured (ppm),[C2H6] measured (ppm),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Box Pressure (mbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,[CH4] dissolved with water vapour (ppm)_RSD,[CH4] dissolved with water vapour (nmol/L)_RSD,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,Error Standard_FLAG,[C2H6] dissolved (ppm)_FLAG,Delta 13 CH4 (per-mille)_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,[CH4] dissolved with water vapour (nmol/L)_FLAG
2024/07/08,13:22:24,2024/07/08,13:22:40,7.65529,8.48753,87.5713,97.0915,0.0,-120.126,0.365978,0.0368,1.87,2.598,0.801,0.009,2.00031,5.00219,30.0156,39.999,0.023,-2.389,0.0093,14.421,27.024,3.587,30.03,31.99,15.898,54.875,2.43,1.0458,2024-07-08 13:22:24,1.129806970082126e-05,1.0190243804734709e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:25,2024/07/08,13:22:41,7.32596,8.12239,83.8416,92.9564,0.0440635,-55.4484,0.429626,0.0432,1.97,2.944,0.992,0.004,2.00031,5.00281,30.0156,40.018,0.027,-2.378,0.005,14.407,27.025,4.294,29.68,31.99,15.894,54.875,2.43,1.046,2024-07-08 13:22:25,3.41252204489241e-06,3.077911796897219e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:26,2024/07/08,13:22:42,7.79121,8.63823,89.1516,98.8436,-0.00979229,50.6602,0.365978,0.0368,1.914,2.926,0.965,-0.008,2.00062,5.00219,30.0156,40.002,0.023,-2.363,0.0066,14.387,27.025,6.076,29.85,31.99,15.893,54.875,2.43,1.0462,2024-07-08 13:22:26,5.590915916783144e-06,5.042699719734251e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:22:27,2024/07/08,13:22:43,6.89428,7.64379,78.9224,87.5024,0.0342582,65.4255,0.365978,0.0368,1.852,3.023,0.84,0.013,2.00031,5.00219,29.9844,40.007,0.023,-2.403,0.0076,14.375,27.024,3.611,30.2,31.99,15.899,54.879,2.429,1.0461,2024-07-08 13:22:27,8.377959699925155e-06,7.556460865617711e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:28,2024/07/08,13:22:44,7.24938,8.03748,82.9963,92.0192,0.048935,-125.075,0.365978,0.0368,1.834,2.612,0.912,0.031,2.00062,5.00219,30.0,40.021,0.023,-2.384,0.0087,14.373,27.024,4.124,30.2,31.99,15.893,54.879,2.429,1.0461,2024-07-08 13:22:28,1.044089287635632e-05,9.41713074247152e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:29,2024/07/08,13:22:45,7.53786,8.35733,86.2994,95.6813,0.0733885,-96.5065,0.365978,0.0368,1.973,2.891,0.831,0.004,2.00062,5.00125,30.0,39.992,0.023,-2.416,0.0093,14.392,27.024,3.514,30.2,31.99,15.897,54.879,2.429,1.0462,2024-07-08 13:22:29,1.1474078849965373e-05,1.0348999022415052e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:30,2024/07/08,13:22:46,7.93085,8.79305,90.8383,100.714,0.00489105,-16.4482,0.365978,0.0368,1.872,2.876,0.969,0.011,2.00031,5.00188,30.0,40.011,0.023,-2.392,0.0058,14.381,27.022,6.368,30.37,31.99,15.897,54.875,2.428,1.0465,2024-07-08 13:22:30,4.241663882181607e-06,3.825748744747272e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:31,2024/07/08,13:22:47,8.04741,8.92228,92.1839,102.206,0.0391263,-77.0537,0.365978,0.0368,1.928,2.608,0.87,0.008,2.00062,5.00219,30.0,40.009,0.023,-2.405,0.0069,14.345,27.022,3.782,29.68,31.99,15.897,54.879,2.428,1.0467,2024-07-08 13:22:31,5.9161891838492145e-06,5.336080015422067e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:32,2024/07/08,13:22:48,7.0219,7.78528,80.4356,89.1801,0.0929145,-47.0231,0.429626,0.0432,1.817,2.586,1.072,0.02,2.00062,5.00156,30.0156,40.028,0.027,-2.383,0.0088,14.339,27.018,3.953,30.02,31.99,15.898,54.879,2.428,1.046,2024-07-08 13:22:32,1.102835414916191e-05,9.94697685889268e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:33,2024/07/08,13:22:49,7.55883,8.38058,86.6265,96.044,0.0879889,-35.9166,0.365978,0.0368,1.912,2.766,0.682,0.009,2.00031,5.00188,30.0156,40.011,0.023,-2.4,0.0073,14.351,27.018,8.686,30.02,31.99,15.893,54.879,2.428,1.0463,2024-07-08 13:22:33,7.050032875458238e-06,6.358748439845452e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:34,2024/07/08,13:22:50,7.46974,8.28181,85.6024,94.9086,0.0439905,-125.212,0.365978,0.0368,1.911,2.569,0.88,0.011,2.00031,5.00125,30.0,40.012,0.023,-2.412,0.0061,14.351,27.018,3.977,29.67,31.99,15.898,54.879,2.428,1.046,2024-07-08 13:22:34,4.981431749967202e-06,4.492979191746732e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:35,2024/07/08,13:22:51,7.06503,7.8331,80.9993,89.805,0.0342087,135.437,0.365978,0.0368,1.933,2.394,0.819,0.017,2.00094,5.0025,30.0,40.016,0.023,-2.402,0.008,14.367,27.018,3.709,30.19,31.99,15.895,54.879,2.428,1.046,2024-07-08 13:22:35,9.058701803106284e-06,8.170456141246761e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:36,2024/07/08,13:22:52,7.42336,8.23039,85.068,94.3161,0.0244385,-98.8256,0.365978,0.0368,1.777,2.607,1.015,0.008,2.00094,5.00094,29.9844,40.016,0.023,-2.383,0.0077,14.374,27.017,3.684,30.36,31.99,15.896,54.879,2.428,1.0464,2024-07-08 13:22:36,7.986949305974654e-06,7.2037898568597605e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:37,2024/07/08,13:22:53,7.3597,8.15981,84.4143,93.5913,0.0195369,49.3208,0.365978,0.0368,1.76,2.573,0.864,0.014,2.0,5.00188,30.0,40.005,0.023,-2.389,0.0089,14.363,27.013,3.562,31.05,31.99,15.897,54.875,2.429,1.0464,2024-07-08 13:22:37,1.0762666956533553e-05,9.707333871744562e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:38,2024/07/08,13:22:54,7.46542,8.27702,85.6431,94.9537,0.0195307,-67.9304,0.365978,0.0368,1.928,2.423,0.88,0.017,1.99969,5.00125,30.0,40.002,0.023,-2.401,0.0054,14.365,27.017,3.636,30.7,31.99,15.896,54.879,2.429,1.046,2024-07-08 13:22:38,3.906009306911065e-06,3.5230070725937597e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:39,2024/07/08,13:22:55,6.86359,7.60976,78.7313,87.2905,-0.00976691,198.446,0.365978,0.0368,1.839,2.654,0.906,0.0,2.00062,5.00156,29.9688,40.0,0.023,-2.381,0.0074,14.365,27.017,3.245,30.7,31.99,15.898,54.879,2.429,1.046,2024-07-08 13:22:39,7.978332039064104e-06,7.196021950757975e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:22:40,2024/07/08,13:22:56,7.23004,8.01604,82.9284,91.9439,0.0488353,-367.762,0.365978,0.0368,1.895,2.575,0.768,0.0,2.00125,5.00125,30.0,40.004,0.023,-2.393,0.0072,14.37,27.015,3.636,30.87,31.99,15.893,54.875,2.429,1.0464,2024-07-08 13:22:40,7.1700848128087815e-06,6.467033597636738e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:41,2024/07/08,13:22:57,7.55006,8.37086,86.6396,96.0585,0.107387,-200.341,0.365978,0.0368,1.814,2.45,0.805,0.009,2.00031,5.00125,30.0,40.0,0.023,-2.403,0.0087,14.365,27.017,3.855,30.01,31.99,15.899,54.879,2.429,1.0467,2024-07-08 13:22:41,1.0025085893357137e-05,9.04208169769892e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:42,2024/07/08,13:22:58,7.51801,8.33532,86.3063,95.689,0.0585551,-65.857,0.365978,0.0368,1.929,2.556,0.978,-0.002,2.00031,5.00156,30.0,39.993,0.023,-2.396,0.0064,14.365,27.02,3.709,30.36,31.99,15.895,54.875,2.429,1.0459,2024-07-08 13:22:42,5.448250268355588e-06,4.914028495606648e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:43,2024/07/08,13:22:59,7.63251,8.46227,87.6502,97.1791,0.0487795,-170.07,0.365978,0.0368,1.708,2.306,0.879,0.007,2.0,5.00156,30.0,40.014,0.023,-2.396,0.0095,14.365,27.015,4.148,30.35,31.99,15.896,54.883,2.429,1.0459,2024-07-08 13:22:43,1.1824419489787762e-05,1.0664987054301032e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:44,2024/07/08,13:23:00,7.03316,7.79776,80.7642,89.5445,0.034147,159.683,0.365978,0.0368,1.796,2.394,0.722,0.01,2.00062,5.00156,30.0,40.004,0.023,-2.395,0.0079,14.356,27.017,4.294,30.53,31.99,15.899,54.875,2.429,1.0457,2024-07-08 13:22:44,8.873678403448807e-06,8.003580515430073e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:45,2024/07/08,13:23:01,7.23551,8.02211,83.1168,92.1528,0.053641,45.821,0.365978,0.0368,1.868,2.218,0.784,0.015,2.0,5.00156,30.0156,40.014,0.023,-2.407,0.007,14.359,27.017,3.562,30.53,31.99,15.894,54.875,2.429,1.0455,2024-07-08 13:22:45,6.772155660070957e-06,6.108118686978863e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:46,2024/07/08,13:23:02,6.83339,7.57627,78.4954,87.029,0.121907,-38.9927,0.365978,0.0368,1.966,2.554,0.919,0.001,2.00031,5.00125,30.0156,40.014,0.023,-2.403,0.0067,14.356,27.013,8.686,30.35,31.99,15.901,54.879,2.429,1.0455,2024-07-08 13:22:46,6.569213816275671e-06,5.925079227641043e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:47,2024/07/08,13:23:03,7.03992,7.80526,80.8916,89.6857,0.0877527,-155.261,0.365978,0.0368,1.995,2.533,0.862,0.008,2.00031,5.00156,29.9844,40.014,0.023,-2.414,0.0078,14.358,27.015,4.343,30.18,31.99,15.899,54.875,2.429,1.0455,2024-07-08 13:22:47,8.642143660723416e-06,7.794743544737779e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:48,2024/07/08,13:23:04,7.02035,7.78356,80.6771,89.4478,0.0731179,-40.9252,0.429626,0.0432,1.741,2.355,0.781,0.019,2.00031,5.00156,30.0,40.016,0.027,-2.409,0.0085,14.361,27.013,4.026,30.18,31.99,15.893,54.879,2.429,1.0456,2024-07-08 13:22:48,1.0291509682565686e-05,9.282384924122126e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:49,2024/07/08,13:23:05,7.36571,8.16647,84.6401,93.8417,-0.0243728,-7.68799,0.365978,0.0368,1.875,2.249,0.853,0.018,2.00031,5.00125,30.0,40.023,0.023,-2.391,0.0062,14.358,27.017,3.636,31.38,31.99,15.895,54.875,2.429,1.0455,2024-07-08 13:22:49,5.2187772801264236e-06,4.707052129010453e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:22:50,2024/07/08,13:23:06,7.3191,8.11479,84.1441,93.2917,0.0536017,-176.82,0.365978,0.0368,1.853,2.342,0.747,0.009,2.0,5.00188,30.0156,40.019,0.023,-2.42,0.0078,14.358,27.017,3.977,31.38,31.99,15.893,54.875,2.429,1.0455,2024-07-08 13:22:50,8.312497438209616e-06,7.4974213750448255e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:51,2024/07/08,13:23:07,6.80108,7.54045,78.1621,86.6594,0.0779779,65.8428,0.365978,0.0368,1.753,2.243,0.975,0.007,2.00062,5.00094,30.0,40.024,0.023,-2.394,0.0087,14.358,27.017,3.88,30.18,31.99,15.899,54.879,2.429,1.0455,2024-07-08 13:22:51,1.1129114787651372e-05,1.0037862461789414e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:52,2024/07/08,13:23:08,7.18153,7.96226,82.5506,91.525,0.00487266,-28.0012,0.365978,0.0368,1.841,2.465,0.771,0.005,2.00031,5.00094,29.9844,39.987,0.023,-2.416,0.0065,14.361,27.013,3.587,29.49,31.99,15.893,54.875,2.429,1.0457,2024-07-08 13:22:52,5.883147463005793e-06,5.3062823871614335e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:53,2024/07/08,13:23:09,6.73038,7.46206,77.3782,85.7903,0.0682054,9.08405,0.365978,0.0368,1.827,2.201,0.925,0.004,2.00031,5.00094,29.9844,40.016,0.023,-2.413,0.0055,14.365,27.013,4.172,30.52,31.99,15.893,54.879,2.429,1.0457,2024-07-08 13:22:53,4.494545627438569e-06,4.0538403604366615e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:54,2024/07/08,13:23:10,6.52022,7.22906,74.989,83.1413,0.0681851,48.551,0.365978,0.0368,1.854,2.022,0.81,0.004,2.0,5.00125,30.0313,40.026,0.023,-2.416,0.0063,14.365,27.013,3.514,29.66,31.99,15.894,54.875,2.429,1.046,2024-07-08 13:22:54,6.0872179159598906e-06,5.490340376203822e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:55,2024/07/08,13:23:11,7.22962,8.01558,83.1563,92.1966,0.0925274,49.8496,0.365978,0.0368,1.704,2.329,1.012,-0.002,2.00031,5.00125,30.0156,40.009,0.023,-2.403,0.0098,14.358,27.013,3.88,30.0,31.99,15.895,54.875,2.429,1.0463,2024-07-08 13:22:55,1.3284239005646216e-05,1.1981665706037491e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:56,2024/07/08,13:23:12,7.06975,7.83833,81.3206,90.1613,0.102257,-48.3942,0.365978,0.0368,1.795,2.061,0.465,0.01,2.00031,5.00094,30.0156,40.012,0.023,-2.421,0.0101,14.365,27.013,3.66,30.0,31.99,15.893,54.879,2.429,1.0465,2024-07-08 13:22:56,1.442908165069486e-05,1.3014251760260157e-05,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:57,2024/07/08,13:23:13,6.8017,7.54114,78.2559,86.7634,-0.0389458,159.672,0.365978,0.0368,1.875,2.242,0.674,0.022,2.0,5.00094,29.9844,39.993,0.023,-2.435,0.0063,14.365,27.011,4.197,29.48,31.99,15.9,54.879,2.429,1.0465,2024-07-08 13:22:57,5.8353058794125e-06,5.2631299776956794e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:22:58,2024/07/08,13:23:14,6.51582,7.22419,74.9807,83.1321,0.00973524,1.49627,0.365978,0.0368,1.868,1.935,0.818,0.012,2.0,5.00125,29.9844,40.012,0.023,-2.407,0.0084,14.359,27.011,4.172,30.51,31.99,15.895,54.879,2.429,1.0466,2024-07-08 13:22:58,1.0829028426199617e-05,9.76718497160235e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:22:59,2024/07/08,13:23:15,7.0958,7.86722,81.6232,90.4968,0.097378,-30.5558,0.365978,0.0368,1.897,2.007,0.715,0.01,2.00094,5.00063,30.0,40.007,0.023,-2.423,0.0061,14.359,27.015,3.977,30.17,31.99,15.893,54.879,2.429,1.0465,2024-07-08 13:22:59,5.243947123650611e-06,4.729752059812742e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:00,2024/07/08,13:23:16,6.90925,7.66038,79.5614,88.2109,0.0972993,-12.3816,0.365978,0.0368,1.748,2.141,0.999,0.007,1.99969,5.00188,29.9844,40.009,0.023,-2.413,0.0081,14.356,27.011,4.148,29.31,31.99,15.899,54.879,2.429,1.0465,2024-07-08 13:23:00,9.495965553424756e-06,8.56484926335247e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:01,2024/07/08,13:23:17,7.30877,8.10334,84.1054,93.2489,-0.0389313,-47.5803,0.365978,0.0368,1.799,2.255,0.908,0.011,2.0,5.0,30.0,40.014,0.023,-2.427,0.0065,14.353,27.011,3.88,29.31,31.99,15.891,54.879,2.429,1.0464,2024-07-08 13:23:01,5.780726442342555e-06,5.213899453805468e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:23:02,2024/07/08,13:23:18,7.19156,7.97338,82.7919,91.7925,0.0194634,94.2942,0.365978,0.0368,1.699,2.053,0.771,0.025,2.00062,5.00156,30.0,40.009,0.023,-2.422,0.0067,14.356,27.01,4.099,29.99,31.99,15.899,54.879,2.429,1.0464,2024-07-08 13:23:02,6.242039279377493e-06,5.629983770997997e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:03,2024/07/08,13:23:19,6.82102,7.56256,78.538,87.0761,0.00486481,9.85146,0.365978,0.0368,1.751,2.09,0.674,0.018,2.00031,5.00125,29.9844,40.024,0.023,-2.422,0.0082,14.355,27.011,4.099,30.16,31.99,15.896,54.879,2.429,1.0461,2024-07-08 13:23:03,9.857763208435104e-06,8.891169127914358e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:04,2024/07/08,13:23:20,6.70963,7.43906,77.2358,85.6324,0.111891,-15.6324,0.365978,0.0368,1.746,2.129,0.791,0.015,2.00031,5.0,30.0,40.002,0.023,-2.425,0.0067,14.348,27.011,3.977,29.99,31.99,15.895,54.879,2.429,1.0458,2024-07-08 13:23:04,6.690383821462585e-06,6.034364556812287e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:05,2024/07/08,13:23:21,7.16973,7.94918,82.5823,91.5602,0.0,-75.1153,0.365978,0.0368,1.832,2.477,0.865,-0.005,1.99969,5.00094,30.0156,40.009,0.023,-2.404,0.0052,14.348,27.013,10.37,29.82,31.99,15.894,54.879,2.43,1.0458,2024-07-08 13:23:05,3.771411196795416e-06,3.401608719389924e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:06,2024/07/08,13:23:22,7.30222,8.09608,84.0753,93.2155,0.0,15.3792,0.365978,0.0368,1.821,2.105,0.678,0.011,2.00062,5.00063,29.9844,40.007,0.023,-2.417,0.0074,14.355,27.01,3.928,30.16,31.99,15.897,54.879,2.43,1.0461,2024-07-08 13:23:06,7.499089318043007e-06,6.763767156451023e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:07,2024/07/08,13:23:23,7.136,7.91179,82.1826,91.117,0.0437711,-47.2933,0.365978,0.0368,1.692,1.98,0.873,0.016,2.00062,5.00094,29.9844,40.016,0.023,-2.423,0.008,14.362,27.01,3.66,30.16,31.99,15.897,54.879,2.43,1.0461,2024-07-08 13:23:07,8.968609865470851e-06,8.089193469492996e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:08,2024/07/08,13:23:24,6.78783,7.52576,78.1771,86.676,0.029181,92.4718,0.365978,0.0368,1.787,2.263,0.822,0.001,2.00094,5.00125,30.0156,40.016,0.023,-2.407,0.0055,14.378,27.01,3.636,29.81,31.99,15.894,54.879,2.43,1.0464,2024-07-08 13:23:08,4.456505245417165e-06,4.019527595884003e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:09,2024/07/08,13:23:25,6.69151,7.41897,77.1106,85.4936,0.0729163,-124.129,0.365978,0.0368,1.675,1.971,0.807,0.014,2.0,5.00156,30.0,40.014,0.023,-2.413,0.0059,14.378,27.008,4.099,30.5,31.99,15.896,54.875,2.43,1.0466,2024-07-08 13:23:09,5.202114320982857e-06,4.69202598204333e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:10,2024/07/08,13:23:26,6.553,7.2654,75.4858,83.6921,0.0145861,12.0912,0.365978,0.0368,1.623,2.006,0.819,0.014,2.00031,5.00063,30.0156,40.002,0.023,-2.402,0.008,14.403,27.008,4.294,29.29,31.99,15.897,54.875,2.43,1.0466,2024-07-08 13:23:10,9.766519151533648e-06,8.808874941503565e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:11,2024/07/08,13:23:27,6.87995,7.62789,79.2774,87.8959,-0.0194431,-33.8935,0.365978,0.0368,1.8,1.868,0.912,0.019,2.0,5.00094,30.0,40.016,0.023,-2.417,0.0055,14.395,27.006,3.928,29.81,31.99,15.897,54.879,2.43,1.0462,2024-07-08 13:23:11,4.39683427931889e-06,3.965710045635162e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:23:12,2024/07/08,13:23:28,7.20638,7.98982,83.0143,92.0392,0.0291715,-196.218,0.365978,0.0368,1.76,1.937,0.79,0.021,2.00094,5.00063,29.9688,39.993,0.023,-2.428,0.0059,14.377,27.006,3.758,29.81,31.99,15.9,54.879,2.43,1.0462,2024-07-08 13:23:12,4.830441913970676e-06,4.3567940203909475e-06,0,0,0,0,0,0,0,0,0,0
2024/07/08,13:23:13,2024/07/08,13:23:29,6.66998,7.3951,76.87,85.2269,-0.00972002,-135.325,0.365978,0.0368,1.694,2.131,0.966,-0.008,2.00031,5.00094,30.0,40.014,0.023,-2.39,0.0068,14.377,27.006,4.636,30.84,31.99,15.893,54.879,2.43,1.0462,2024-07-08 13:23:13,6.932554520403359e-06,6.25278900893835e-06,0,0,0,0,0,0,1,0,0,0
2024/07/08,13:23:14,2024/07/08,13:23:30,6.88092,7.62897,79.3048,87.9263,0.0777468,120.412,0.365978,0.0368,1.623,2.212,0.774,0.002,2.0,5.00031,29.9688,40.014,0.023,-2.409,0.0074,14.377,27.004,3.733,29.12,31.99,15.9,54.875,2.43,1.0458,2024-07-08 13:23:14,7.95823814257396e-06,7.177902128334494e-06,0,0,0,0,0,0,0,0,0,0
