Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[N2O] dissolved with water vapour (ppm),[N2O] dissolved with water vapour (nmol/L),[N2O] dissolved with constant dry gas flow (ppm),[N2O] dissolved with constant dry gas flow (nmol/L),[NH3] dissolved (ppm),Depth (meter),Hydrostatic Pressure Calibrated (bar),Carrier gas pressure calibrated (bar),[CH4] measured (ppm),[N2O] measured (ppm),[NH3] measured (ppm),[H2O] measured (%),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Carrier gas pressure (dbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,[CH4] dissolved with water vapour (ppm)_RSD,[CH4] dissolved with water vapour (nmol/L)_RSD,[N2O] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (nmol/L)_RSD,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,Error Standard_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,[CH4] dissolved with water vapour (nmol/L)_FLAG,[N2O] dissolved with water vapour (ppm)_FLAG,[N2O] dissolved with water vapour (nmol/L)_FLAG
2024/11/27,12:58:55,2024/11/27,12:59:04,9.13371,10.1267,209.31,232.065,1.07563,1.19257,24.6494,27.3291,-0.0995778,-1.20932,-0.1216,45.301,3.113,0.469,0.163,0.654,2.0,8.64375,30.0625,39.684,-0.076,0.569,0.0108,26.85,25.384,453.01,36.91,0.0,48.313,52.148,0.89,0.7165,2024-11-27 12:58:55,1.2770276262329327e-05,1.151806610248156e-05,0.00010843877541533799,9.780557954669329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:58:56,2024/11/27,12:59:05,9.49792,10.5305,221.407,245.477,0.975304,1.08133,22.7354,25.207,0.0781693,-1.14567,-0.1152,45.2864,2.555,0.572,0.098,-1.287,1.99969,8.76062,29.9531,39.703,-0.072,0.551,0.0053,26.526,25.386,452.864,36.93,0.0,48.317,52.148,0.883,0.7022,2024-11-27 12:58:56,2.9574896398369328e-06,2.66748967285504e-06,2.880127631999869e-05,2.597726873387403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:58:57,2024/11/27,12:59:06,8.7388,9.68883,198.677,220.276,0.66243,0.734446,15.0604,16.6977,0.680193,-1.20932,-0.1216,45.3157,2.868,0.542,-0.013,12.638,2.0,8.59125,29.9844,39.704,-0.076,0.393,0.0139,26.536,25.386,453.157,36.93,0.0,48.318,52.152,0.888,0.7061,2024-11-27 12:58:57,2.210944294411132e-05,1.994152028676321e-05,0.00029166855365849977,0.00026306903434697714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:58:58,2024/11/27,12:59:07,10.451,11.5872,240.621,266.78,0.717805,0.795841,16.5266,18.3232,-0.0543646,-1.20932,-0.1216,45.2913,2.271,0.882,0.005,4.503,2.00031,8.69219,30.0156,39.687,-0.076,0.556,0.0122,26.763,25.389,452.913,37.65,0.0,48.316,52.152,0.891,0.7147,2024-11-27 12:58:58,1.4241699358913024e-05,1.284520850593759e-05,0.00020735436504343104,0.00018702228208901026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:58:59,2024/11/27,12:59:08,10.1798,11.2865,237.954,263.823,0.934191,1.03575,21.8367,24.2107,-0.0150973,-1.27297,-0.128,45.2669,2.445,0.736,0.017,5.355,2.00031,8.8225,30.0313,39.703,-0.08,0.553,0.007,26.635,25.389,452.669,37.5,0.0,48.316,52.152,0.887,0.7082,2024-11-27 12:58:59,4.813454095365332e-06,4.341469897665353e-06,5.245180054185922e-05,4.730871349263819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:00,2024/11/27,12:59:09,10.4369,11.5715,247.474,274.377,0.823512,0.91304,19.5266,21.6495,0.200818,-1.20932,-0.1216,45.2352,2.702,0.641,0.069,5.857,1.99969,8.88375,30.0156,39.682,-0.076,0.414,0.0046,26.522,25.393,452.352,37.01,0.0,48.316,52.152,0.87,0.6918,2024-11-27 12:59:00,2.0274219356322283e-06,1.8286306874648921e-06,2.5694828976384074e-05,2.3175326382195743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:01,2024/11/27,12:59:10,8.58439,9.51764,205.475,227.813,1.09881,1.21826,26.3009,29.1602,-0.071847,-1.14567,-0.1152,45.2693,2.69,0.752,0.031,11.747,2.0,8.95688,29.9688,39.715,-0.072,0.471,0.0043,26.48,25.394,452.693,37.55,0.0,48.315,52.152,0.884,0.7021,2024-11-27 12:59:01,2.1539095963720193e-06,1.942708486557592e-06,1.682729498275407e-05,1.5177384138032934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:02,2024/11/27,12:59:11,9.21897,10.2212,210.236,233.091,0.862655,0.956438,19.6726,21.8113,0.230484,-1.20932,-0.1216,45.2742,2.649,0.738,0.034,11.595,2.0,8.58844,29.9844,39.722,-0.076,0.479,0.0048,26.496,25.396,452.742,37.4,0.0,48.317,52.152,0.868,0.6895,2024-11-27 12:59:02,2.4991945954916867e-06,2.254138457323993e-06,2.6708243735908327e-05,2.408938164313839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:03,2024/11/27,12:59:12,9.8471,10.9176,222.422,246.602,1.02268,1.13386,23.0998,25.6111,0.0392777,-1.20932,-0.1216,45.2718,2.32,0.778,0.021,1.238,2.00062,8.53063,30.0156,39.694,-0.076,0.51,0.0109,26.567,25.398,452.718,37.08,0.0,48.317,52.148,0.888,0.7076,2024-11-27 12:59:03,1.2065481207665202e-05,1.0882428372536087e-05,0.0001161751476512692,0.00010478365935829819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:04,2024/11/27,12:59:13,9.47342,10.5033,224.636,249.057,0.928252,1.02917,22.0109,24.4038,0.0491823,-1.27297,-0.128,45.2522,2.614,0.711,-0.066,24.309,2.0,8.835,30.0,39.708,-0.08,0.527,0.009,26.807,25.403,452.522,37.28,0.0,48.319,52.152,0.893,0.7174,2024-11-27 12:59:04,8.550238456650289e-06,7.711861986232898e-06,8.726078694147709e-05,7.870419852891165e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:05,2024/11/27,12:59:14,8.81682,9.77534,204.893,227.167,1.03437,1.14682,24.0376,26.6508,-0.141553,-1.46392,-0.1472,45.2937,2.728,0.647,0.052,11.922,2.0,8.74875,29.9688,39.701,-0.092,0.516,0.0035,26.533,25.403,452.937,37.82,0.0,48.316,52.148,0.89,0.7078,2024-11-27 12:59:05,1.3893898253565346e-06,1.2531533430039264e-06,1.1842957549039513e-05,1.0681711166530059e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:06,2024/11/27,12:59:15,8.80079,9.75755,197.888,219.401,1.06508,1.18087,23.9486,26.5522,-0.00610423,-1.27297,-0.128,45.2376,2.496,0.437,0.45,8.578,2.0,8.57844,30.0156,39.692,-0.08,0.397,0.0205,26.416,25.407,452.376,38.19,0.0,48.316,52.152,0.838,0.6638,2024-11-27 12:59:06,4.7751395045217544e-05,4.306921307090407e-05,0.00039457129980846514,0.00035588168045593504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:07,2024/11/27,12:59:16,9.69002,10.7435,218.547,242.306,0.997311,1.10573,22.4932,24.9385,0.173631,-1.46392,-0.1472,45.3108,2.988,0.474,-0.036,15.195,1.99969,8.58781,30.0313,39.698,-0.092,0.478,0.0132,26.857,25.407,453.108,38.19,0.0,48.314,52.155,0.891,0.7172,2024-11-27 12:59:07,1.7981387035320876e-05,1.62181784334714e-05,0.00017470979463778098,0.0001575791558517902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:08,2024/11/27,12:59:17,10.3089,11.4296,232.069,257.298,0.947379,1.05037,21.3269,23.6455,0.0304755,-1.20932,-0.1216,45.2986,2.911,0.617,-0.01,18.31,2.0,8.57563,30.0469,39.689,-0.076,0.494,0.0084,26.78,25.407,452.986,37.36,0.0,48.314,52.152,0.891,0.7152,2024-11-27 12:59:08,6.844571195762884e-06,6.173444390004898e-06,7.44791683159538e-05,6.717632834144157e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:09,2024/11/27,12:59:18,9.14732,10.1418,207.535,230.096,1.26333,1.40067,28.6624,31.7784,0.0652685,-1.09794,-0.1104,45.2986,3.007,0.548,0.134,3.002,1.99937,8.60938,30.0469,39.704,-0.069,0.539,0.0092,26.806,25.41,452.986,37.21,0.0,48.316,52.155,0.892,0.7165,2024-11-27 12:59:09,9.252983387483985e-06,8.345658561596561e-06,6.699753825207982e-05,6.042822363583142e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:10,2024/11/27,12:59:19,8.94569,9.91821,199.739,221.453,1.13394,1.25722,25.3186,28.0711,-0.109892,-1.20932,-0.1216,45.323,2.476,0.732,-0.048,13.14,2.0,8.51969,30.0,39.691,-0.076,0.485,0.0088,26.845,25.414,453.23,37.24,0.0,48.316,52.152,0.891,0.717,2024-11-27 12:59:10,8.656682715363487e-06,7.807860490955525e-06,6.829285500114645e-05,6.159622023194032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:11,2024/11/27,12:59:20,10.7062,11.8701,244.052,270.584,0.756611,0.838865,17.2473,19.1223,0.195413,-1.27297,-0.128,45.2425,2.642,0.571,0.153,-3.469,2.0,8.63281,30.0156,39.689,-0.08,0.485,0.0091,26.713,25.417,452.425,37.43,0.0,48.314,52.155,0.889,0.7117,2024-11-27 12:59:11,7.734770506809139e-06,6.976352347494966e-06,0.00010944858057839497,9.871671842310742e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:12,2024/11/27,12:59:21,9.36386,10.3818,221.47,245.547,1.00115,1.10999,23.6788,26.253,0.137933,-1.20932,-0.1216,45.2108,2.814,0.675,0.026,10.829,2.00062,8.865,30.0,39.686,-0.076,0.366,0.0048,26.804,25.419,452.108,37.46,0.0,48.318,52.152,0.892,0.717,2024-11-27 12:59:12,2.4605237583646053e-06,2.219268334970814e-06,2.3013534435399288e-05,2.0756943756250052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:13,2024/11/27,12:59:22,9.38162,10.4015,213.208,236.387,1.07235,1.18893,24.3705,27.0199,0.0438695,-1.09794,-0.1104,45.2278,2.744,0.621,0.033,7.739,1.99969,8.59469,29.9844,39.682,-0.069,0.336,0.0043,26.58,25.419,452.278,37.83,0.0,48.316,52.148,0.869,0.6922,2024-11-27 12:59:13,1.970874966157231e-06,1.7776282266980725e-06,1.7242504779223204e-05,1.5551798676120547e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:14,2024/11/27,12:59:23,9.67011,10.7214,219.051,242.865,0.979601,1.0861,22.1903,24.6027,0.119473,-1.20932,-0.1216,45.3254,2.528,0.685,-0.094,24.282,2.0,8.56438,30.0,39.703,-0.076,0.428,0.0129,26.623,25.422,453.254,38.02,0.0,48.316,52.155,0.89,0.7107,2024-11-27 12:59:14,1.7208697729395014e-05,1.552129386087638e-05,0.0001698752859582626,0.00015321793573335788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:15,2024/11/27,12:59:24,10.4191,11.5518,248.281,275.273,0.777208,0.861701,18.5205,20.5339,0.278201,-1.20932,-0.1216,45.284,2.49,0.696,-0.004,23.683,2.0,8.86281,29.9688,39.701,-0.076,0.453,0.0084,26.828,25.422,452.84,37.02,0.0,48.313,52.152,0.891,0.7168,2024-11-27 12:59:15,6.77217801921471e-06,6.108138991326026e-06,9.078650760156868e-05,8.188455160200579e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:16,2024/11/27,12:59:25,8.15409,9.04055,193.055,214.043,0.983571,1.0905,23.2869,25.8185,0.179826,-1.27297,-0.128,45.2571,2.747,0.653,0.114,7.947,1.99969,8.79656,29.9531,39.703,-0.08,0.264,0.0049,26.581,25.424,452.571,37.38,0.0,48.316,52.155,0.874,0.6967,2024-11-27 12:59:16,2.9445345832582177e-06,2.655811869853051e-06,2.4411049126092575e-05,2.2017423200366802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:17,2024/11/27,12:59:26,10.4345,11.5689,249.418,276.533,0.880429,0.976144,21.0451,23.333,0.240947,-1.03429,-0.104,45.2449,2.921,0.62,0.02,10.722,1.99969,8.83344,29.9844,39.699,-0.065,0.277,0.0061,26.554,25.424,452.449,37.38,0.0,48.314,52.155,0.874,0.6954,2024-11-27 12:59:17,3.5660549139872545e-06,3.216381851342825e-06,4.2263487458954676e-05,3.811937582979561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:18,2024/11/27,12:59:27,10.3179,11.4396,240.968,267.165,0.964645,1.06951,22.5287,24.9778,-0.0715909,-1.33662,-0.1344,45.2742,2.602,0.83,0.043,5.706,2.0,8.70813,30.0,39.701,-0.084,0.297,0.0068,26.771,25.426,452.742,37.58,0.0,48.316,52.155,0.873,0.7009,2024-11-27 12:59:18,4.481532094709194e-06,4.04209937410399e-06,4.7934732466347726e-05,4.323475236323176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:19,2024/11/27,12:59:28,10.688,11.8499,244.352,270.916,0.723993,0.802701,16.5521,18.3515,-0.150341,-1.33662,-0.1344,45.2425,2.531,0.741,-0.072,14.828,2.0,8.59281,30.0156,39.717,-0.084,0.423,0.0091,26.85,25.429,452.425,37.43,0.0,48.315,52.152,0.891,0.7173,2024-11-27 12:59:19,7.747941616766468e-06,6.988244626536933e-06,0.00011437955891838733,0.00010316419189710739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:20,2024/11/27,12:59:29,9.5024,10.5354,222.369,246.544,0.989926,1.09755,23.1657,25.6841,0.0702874,-1.20932,-0.1216,45.2693,3.051,0.498,0.129,3.881,1.99969,8.74906,30.0313,39.682,-0.076,0.467,0.0097,26.872,25.431,452.693,37.46,0.0,48.315,52.148,0.892,0.7185,2024-11-27 12:59:20,9.90170904192625e-06,8.930842682764776e-06,9.504750860165306e-05,8.572730171746162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:21,2024/11/27,12:59:30,9.63987,10.6879,230.99,256.102,0.945864,1.04869,22.6647,25.1287,0.100991,-1.27297,-0.128,45.2742,2.697,0.666,0.092,7.921,2.0,8.89687,29.9688,39.715,-0.08,0.341,0.0042,26.769,25.435,452.742,37.31,0.0,48.315,52.152,0.878,0.7044,2024-11-27 12:59:21,1.8299001957495274e-06,1.6504645440170656e-06,1.864961558955621e-05,1.682098618276135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:22,2024/11/27,12:59:31,9.84546,10.9158,227.97,252.753,0.882929,0.978916,20.4441,22.6666,-0.0509766,-1.20932,-0.1216,45.1912,2.678,0.707,0.029,6.68,2.0,8.67906,29.9531,39.713,-0.076,0.305,0.0035,26.826,25.433,451.912,36.82,0.0,48.316,52.148,0.889,0.715,2024-11-27 12:59:22,1.2442283042133128e-06,1.1222264973707837e-06,1.3874275281477902e-05,1.2513841841383736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:23,2024/11/27,12:59:32,8.44953,9.36812,192.701,213.651,1.848,2.0489,42.1457,46.7275,-0.213239,-1.33662,-0.1344,45.2571,2.761,0.646,0.079,6.452,2.0,8.56188,29.9688,39.708,-0.084,0.282,0.0044,26.818,25.436,452.571,37.02,0.0,48.317,52.152,0.889,0.7149,2024-11-27 12:59:23,2.2912517027574316e-06,2.066583263237448e-06,1.0476190476190477e-05,9.448972619454341e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:24,2024/11/27,12:59:33,10.2226,11.334,237.218,263.006,0.674698,0.748047,15.6565,17.3586,0.167401,-1.27297,-0.128,45.262,3.024,0.521,0.187,-1.783,2.0,8.67094,30.0313,39.706,-0.08,0.4,0.0137,26.831,25.44,452.62,37.56,0.0,48.316,52.152,0.895,0.7198,2024-11-27 12:59:24,1.836029972805353e-05,1.6559908240691726e-05,0.000278183720716528,0.00025090669436546103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:25,2024/11/27,12:59:34,10.4552,11.5919,248.46,275.471,1.03707,1.14981,24.645,27.3243,0.054957,-1.20932,-0.1216,45.24,2.369,0.66,0.121,0.504,1.99969,8.82437,30.0156,39.703,-0.076,0.446,0.0114,26.641,25.442,452.4,37.58,0.0,48.316,52.148,0.889,0.7102,2024-11-27 12:59:25,1.2430178284490017e-05,1.1211276839862317e-05,0.0001253145882148746,0.00011302736973934824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:26,2024/11/27,12:59:35,9.48499,10.5161,217.972,241.669,0.965831,1.07083,22.1955,24.6085,0.0569134,-1.33662,-0.1344,45.2181,3.048,0.594,0.163,-1.203,1.99969,8.60469,29.9688,39.708,-0.084,0.347,0.01,26.565,25.445,452.181,37.09,0.0,48.315,52.152,0.889,0.708,2024-11-27 12:59:26,1.0542973687900568e-05,9.50922870645962e-06,0.00010353778248989731,9.338550470196017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:27,2024/11/27,12:59:36,9.88568,10.9604,223.758,248.083,1.03309,1.1454,23.3834,25.9255,0.0691666,-1.33662,-0.1344,45.2205,2.987,0.645,-0.048,21.252,2.0,8.50844,30.0156,39.704,-0.084,0.326,0.0089,26.812,25.445,452.205,37.09,0.0,48.32,52.152,0.89,0.7154,2024-11-27 12:59:27,8.012600043699572e-06,7.2269260245976425e-06,7.66728939395406e-05,6.915488039112973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:28,2024/11/27,12:59:37,8.6091,9.54503,204.665,226.915,0.94672,1.04964,22.5065,24.9533,0.0711298,-1.20932,-0.1216,45.301,3.068,0.48,-0.1,19.065,2.0,8.80719,30.0,39.648,-0.076,0.356,0.0155,26.627,25.447,453.01,37.63,0.0,48.315,52.152,0.885,0.7062,2024-11-27 12:59:28,2.7906517522156785e-05,2.5170167092193527e-05,0.00025377091431468647,0.00022888799969513358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:29,2024/11/27,12:59:38,9.74768,10.8074,229.632,254.596,0.952271,1.0558,22.4332,24.872,-0.0490304,-1.20932,-0.1216,45.2522,2.743,0.66,0.047,13.475,2.00062,8.75031,29.9688,39.682,-0.076,0.34,0.0039,26.785,25.449,452.522,38.86,0.0,48.313,52.155,0.889,0.7138,2024-11-27 12:59:29,1.560371288347586e-06,1.4073690249273644e-06,1.597234400711562e-05,1.4406137526046597e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/11/27,12:59:30,2024/11/27,12:59:39,9.5175,10.5522,217.724,241.393,0.960055,1.06443,21.9623,24.3499,0.139051,-1.20932,-0.1216,45.2669,2.802,0.635,0.068,6.182,2.0,8.55094,30.0,39.682,-0.076,0.234,0.0041,26.824,25.452,452.669,40.95,0.0,48.319,52.148,0.885,0.7119,2024-11-27 12:59:30,1.7662201208300502e-06,1.5930327325107564e-06,1.7509413523183572e-05,1.579248987721128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
