Date	Time	Date calibrated	Time calibrated	[CH4] dissolved with water vapour (ppm)	[CH4] dissolved with water vapour (nmol/L)	[CH4] dissolved with constant dry gas flow (ppm)	[CH4] dissolved with constant dry gas flow (nmol/L)	[N2O] dissolved with water vapour (ppm)	[N2O] dissolved with water vapour (nmol/L)	[N2O] dissolved with constant dry gas flow (ppm)	[N2O] dissolved with constant dry gas flow (nmol/L)	[NH3] dissolved (ppm)	Depth (meter)	Hydrostatic Pressure Calibrated (bar)	Carrier gas pressure calibrated (bar)	[CH4] measured (ppm)	[N2O] measured (ppm)	[NH3] measured (ppm)	[H2O] measured (%)	Flow Carrier Gas (sccm)	Total Flow (sccm)	Cavity Pressure (mbar)	Cellule Temperature (Degree Celsius)	Hydrostatic pressure (bar)	LShift	Error Standard	Ringdown Time (microSec)	Box Temperature (Degree Celsius)	Carrier gas pressure (dbar)	PWM Cellule Temperature	PWM Cellule Pressure	Laser Temperature (Degree Celsius)	Laser Flux	Norm Signal	Value Max
2024/12/11	12:03:10	2024/12/11	12:03:36	-6.14842e-06	-1.1754e-05	2.06954	3.95639	-1.44357e-05	-2.7597e-05	4.85902	9.28908	-3.01564e-06	41.2618	4.0464	40.7529	0.341	0.433	0.123	0.663	1.99969	3.09469	30	39.572	2.529	-2.243	0.0071	26.388	18.433	407.529	49.210	0.000	48.331	52.110	0.894	0.7072
2024/12/11	12:03:11	2024/12/11	12:03:37	-7.48796e-06	-1.43149e-05	2.47139	4.72461	-1.8158e-05	-3.4713e-05	5.99302	11.457	-4.46545e-06	41.0171	4.0224	40.7895	0.328	0.467	0.147	-0.461	1.99937	3.09625	29.9844	39.575	2.514	-2.235	0.0067	26.536	18.433	407.895	49.250	0.000	48.329	52.136	0.903	0.7184
2024/12/11	12:03:12	2024/12/11	12:03:37	-7.48796e-06	-1.43149e-05	2.48062	4.74225	-1.8158e-05	-3.4713e-05	6.01539	11.4997	-4.46545e-06	40.8865	4.0096	40.8188	0.643	0.496	0.066	9.713	1.99937	3.10781	30	39.577	2.506	-2.195	0.0904	26.434	18.431	408.188	48.940	0.000	48.330	52.129	0.897	0.7106
2024/12/11	12:03:13	2024/12/11	12:03:38	-1.00111e-05	-1.91385e-05	3.2527	6.21824	-2.2939e-05	-4.3853e-05	7.45306	14.2482	8.41993e-07	40.6418	3.9856	40.831	0.536	0.446	0.121	3.300	1.99969	3.10875	30	39.588	2.491	-2.175	0.0070	26.653	18.431	408.310	48.940	0.000	48.332	52.132	0.891	0.7116
2024/12/11	12:03:14	2024/12/11	12:03:39	-7.12277e-06	-1.36167e-05	2.26866	4.33705	-1.92026e-05	-3.67099e-05	6.11618	11.6924	-1.36645e-06	40.6418	3.9856	40.8358	0.191	1.853	0.050	-30.317	1.99969	3.10875	30	39.575	2.491	-2.175	0.0119	26.442	18.429	408.358	49.320	0.000	48.331	52.129	0.886	0.7026
2024/12/11	12:03:15	2024/12/11	12:03:41	-9.90949e-06	-1.89442e-05	3.03026	5.79301	-1.53403e-05	-2.93263e-05	4.69097	8.96781	-6.44488e-06	40.5276	3.9744	40.748	0.310	0.541	0.041	4.020	1.99937	3.09875	29.9844	39.558	2.484	-2.305	0.0069	26.794	18.429	407.480	49.010	0.000	48.329	52.132	0.901	0.7238
2024/12/11	12:03:16	2024/12/11	12:03:42	-1.0074e-05	-1.92586e-05	3.01562	5.76502	-1.64939e-05	-3.15318e-05	4.93741	9.43895	-6.10965e-06	40.2013	3.9424	40.77	0.442	0.461	0.171	0.052	2.00031	3.08937	30	39.581	2.464	-2.217	0.0063	26.489	18.428	407.700	49.390	0.000	48.327	52.129	0.894	0.7102
2024/12/11	12:03:17	2024/12/11	12:03:42	-1.0074e-05	-1.92586e-05	3.04796	5.82684	-1.64939e-05	-3.15318e-05	4.99036	9.54017	-6.10965e-06	40.2665	3.9488	40.848	0.332	0.618	0.014	8.034	2	3.1225	30	39.572	2.468	-2.274	0.0074	26.830	18.428	408.480	49.430	0.000	48.332	52.132	0.899	0.7231
2024/12/11	12:03:18	2024/12/11	12:03:43	-9.67065e-06	-1.84876e-05	2.86404	5.47524	-1.5189e-05	-2.9037e-05	4.49833	8.59955	-6.51398e-06	40.0218	3.9248	40.7992	0.349	0.627	0.003	10.291	2.00094	3.11156	30	39.565	2.453	-2.327	0.0071	26.769	18.429	407.992	49.980	0.000	48.330	52.132	0.901	0.7227
2024/12/11	12:03:19	2024/12/11	12:03:44	-1.70758e-05	-3.26441e-05	5.01906	9.59503	-2.06611e-05	-3.94982e-05	6.07287	11.6096	-1.19815e-06	39.9566	3.9184	40.7919	0.378	0.483	0.127	2.010	2.00094	3.14438	30	39.589	2.449	-2.246	0.0068	26.516	18.431	407.919	49.330	0.000	48.333	52.132	0.903	0.7174
2024/12/11	12:03:20	2024/12/11	12:03:45	-9.54818e-06	-1.82534e-05	2.73554	5.22959	-1.87936e-05	-3.5928e-05	5.38434	10.2933	-4.09263e-06	39.7118	3.8944	40.8602	0.350	0.931	0.206	-37.215	2.00062	3.11844	30.0156	39.581	2.434	-2.278	0.0128	26.433	18.428	408.602	49.530	0.000	48.330	52.132	0.892	0.7071
2024/12/11	12:03:21	2024/12/11	12:03:47	-1.42254e-05	-2.71949e-05	3.8995	7.45475	-1.89392e-05	-3.62065e-05	5.19168	9.92503	-6.84317e-06	39.5323	3.8768	40.7748	0.365	1.363	0.184	-55.805	2.00031	3.08531	29.9844	39.572	2.423	-2.299	0.0120	26.826	18.428	407.748	49.400	0.000	48.327	52.132	0.898	0.7223
2024/12/11	12:03:22	2024/12/11	12:03:47	-1.42254e-05	-2.71949e-05	3.94019	7.53253	-1.89392e-05	-3.62065e-05	5.24584	10.0286	-6.84317e-06	39.5323	3.8768	40.8188	0.557	0.450	0.148	2.801	1.99969	3.1175	30	39.577	2.423	-2.243	0.0067	26.757	18.429	408.188	49.260	0.000	48.330	52.129	0.901	0.7227
2024/12/11	12:03:23	2024/12/11	12:03:49	-1.73309e-05	-3.31319e-05	4.62782	8.84709	-2.16683e-05	-4.14238e-05	5.78601	11.0612	7.9063e-07	39.3366	3.8576	40.8578	0.533	0.462	0.138	1.425	2.00031	3.10469	30	39.558	2.411	-2.236	0.0086	26.535	18.429	408.578	49.260	0.000	48.332	52.129	0.901	0.7168
2024/12/11	12:03:24	2024/12/11	12:03:49	-1.73309e-05	-3.31319e-05	4.63619	8.8631	-2.16683e-05	-4.14238e-05	5.79649	11.0813	7.9063e-07	39.1571	3.84	40.8041	-0.446	-0.308	-0.117	-65.307	1.99969	3.11031	29.9844	39.574	2.400	-2.214	0.0137	26.653	18.426	408.041	49.810	0.000	48.332	52.125	0.891	0.7117
2024/12/11	12:03:25	2024/12/11	12:03:50	-1.2832e-05	-2.45312e-05	3.41604	6.5305	-2.14979e-05	-4.10979e-05	5.723	10.9408	-8.50767e-06	39.0266	3.8272	40.7675	-0.474	-1.342	-0.120	-118.641	1.99969	3.14562	30.0156	39.575	2.392	-2.380	0.0157	26.779	18.424	407.675	49.330	0.000	48.330	52.136	0.900	0.7221
2024/12/11	12:03:26	2024/12/11	12:03:52	-1.38993e-05	-2.65717e-05	3.53227	6.75271	-2.91871e-05	-5.57976e-05	7.41739	14.18	1.3658e-06	38.7818	3.8032	40.8334	-0.279	-2.854	-1.781	342.797	1.99969	3.09906	30	39.581	2.377	-2.567	0.0122	26.816	18.426	408.334	49.190	0.000	48.331	52.132	0.899	0.7227
2024/12/11	12:03:27	2024/12/11	12:03:52	-1.38993e-05	-2.65717e-05	3.54937	6.7854	-2.91871e-05	-5.57976e-05	7.45329	14.2486	1.3658e-06	38.5861	3.784	40.8529	202735.143	936078.933	2264372.009	131846801.396	1.99969	3.11406	30.0156	39.584	2.365	-3.038	0.0140	26.863	18.424	408.529	49.570	0.000	48.328	52.140	0.900	0.7249
2024/12/11	12:03:28	2024/12/11	12:03:53	-1.99975e-05	-3.82296e-05	5.0575	9.66852	-2.26832e-05	-4.33639e-05	5.73673	10.967	-4.85677e-06	38.2761	3.7536	40.8407	0.303	0.383	0.082	-1.028	2	3.13344	30	39.575	2.346	-3.289	0.0070	26.686	18.424	408.407	49.950	0.000	48.332	52.129	0.898	0.7185
2024/12/11	12:03:29	2024/12/11	12:03:55	-1.56901e-05	-2.9995e-05	3.81356	7.29046	-2.20332e-05	-4.21213e-05	5.35529	10.2378	-7.45225e-06	38.2761	3.7536	40.7846	-0.917	-1.125	-0.236	-109.685	2	3.10156	30	39.575	2.346	-3.380	0.0154	26.743	18.424	407.846	49.640	0.000	48.331	52.129	0.903	0.7238
2024/12/11	12:03:30	2024/12/11	12:03:56	-2.1074e-05	-4.02877e-05	4.99968	9.55799	-2.61642e-05	-5.00186e-05	6.20729	11.8666	-1.24391e-06	38.2108	3.7472	40.787	-0.833	-1.001	-0.291	-188.980	1.99969	3.07406	29.9844	39.594	2.342	-3.380	0.0143	26.623	18.426	407.870	50.020	0.000	48.332	52.136	0.885	0.7060
2024/12/11	12:03:31	2024/12/11	12:03:56	-2.10741e-05	-4.02877e-05	5.08813	9.72707	-2.61642e-05	-5.00186e-05	6.31709	12.0765	-1.24391e-06	38.0966	3.736	40.8261	82.878	336.139	468.857	1803.748	2.00031	3.12844	30	39.565	2.335	-3.736	0.0138	26.739	18.426	408.261	49.540	0.000	48.327	52.132	0.905	0.7255
2024/12/11	12:03:32	2024/12/11	12:03:57	-2.05663e-05	-3.9317e-05	4.91355	9.39334	-2.51064e-05	-4.79964e-05	5.99825	11.467	-2.62701e-07	37.7866	3.7056	40.7748	-0.108	-0.446	-1.068	236.198	1.99969	3.13813	30	39.570	2.316	-3.808	0.0132	26.750	18.424	407.748	50.270	0.000	48.330	52.129	0.902	0.7237
2024/12/11	12:03:33	2024/12/11	12:03:58	-2.44066e-05	-4.66585e-05	5.7127	10.9211	-2.56276e-05	-4.89928e-05	5.9985	11.4674	-3.35774e-06	37.5255	3.68	40.7968	-0.879	-2.787	-1.807	326.574	2	3.11875	30	39.572	2.300	-3.808	0.0127	26.751	18.424	407.968	50.270	0.000	48.332	52.136	0.901	0.7225
2024/12/11	12:03:34	2024/12/11	12:04:00	-1.97942e-05	-3.78409e-05	4.48595	8.57588	-3.39868e-05	-6.49731e-05	7.70241	14.7249	1.09551e-06	37.4766	3.6752	40.8456	1.699	3.048	-3.583	349.391	2	3.10344	30	39.575	2.297	-3.954	0.0138	26.673	18.422	408.456	49.960	0.000	48.332	52.129	0.904	0.7232
2024/12/11	12:03:35	2024/12/11	12:04:01	-1.79962e-05	-3.44036e-05	4.02497	7.69462	-2.81563e-05	-5.3827e-05	6.29737	12.0388	-1.72165e-06	37.2156	3.6496	40.7944	0.430	0.442	0.135	1.255	2.00062	3.10531	30	39.575	2.281	-3.954	0.0074	26.702	18.422	407.944	49.990	0.000	48.328	52.140	0.902	0.7218
2024/12/11	12:03:36	2024/12/11	12:04:01	-1.79962e-05	-3.44036e-05	4.08128	7.80226	-2.81563e-05	-5.3827e-05	6.38546	12.2072	-1.72165e-06	36.9708	3.6256	40.8383	0.372	0.391	0.082	-0.333	1.99969	3.14875	30.0156	39.579	2.266	-3.954	0.0074	26.777	18.421	408.383	50.370	0.000	48.330	52.132	0.901	0.7233
2024/12/11	12:03:37	2024/12/11	12:04:03	-2.07524e-05	-3.96727e-05	4.51079	8.62337	-3.736e-05	-7.14218e-05	8.12067	15.5244	-2.68366e-06	37.0361	3.632	40.7919	0.444	0.482	0.119	1.270	1.99969	3.10281	29.9844	39.577	2.270	-3.954	0.0066	26.669	18.422	407.919	49.890	0.000	48.330	52.132	0.892	0.7130
2024/12/11	12:03:38	2024/12/11	12:04:03	-2.07524e-05	-3.96727e-05	4.55759	8.71284	-3.736e-05	-7.14218e-05	8.20492	15.6855	-2.68366e-06	36.9708	3.6256	40.7992	0.582	0.597	-0.022	24.086	2	3.135	30	39.574	2.266	-3.954	0.0070	26.649	18.422	407.992	49.580	0.000	48.332	52.129	0.889	0.7102
2024/12/11	12:03:39	2024/12/11	12:04:04	-2.20557e-05	-4.21643e-05	4.75076	9.08212	-3.96345e-05	-7.57701e-05	8.53721	16.3208	8.09362e-07	36.6608	3.5952	40.8261	0.406	0.490	0.035	-0.492	1.99969	3.11313	30	39.593	2.247	-3.954	0.0078	26.754	18.424	408.261	49.790	0.000	48.332	52.129	0.898	0.7206
2024/12/11	12:03:40	2024/12/11	12:04:05	-2.43052e-05	-4.64646e-05	5.20189	9.94455	-2.62648e-05	-5.02109e-05	5.62129	10.7463	-7.60779e-06	36.4161	3.5712	40.7895	0.439	0.570	0.017	2.867	2.00031	3.13125	30	39.569	2.232	-3.954	0.0082	26.524	18.424	407.895	49.140	0.000	48.332	52.132	0.899	0.7146
2024/12/11	12:03:41	2024/12/11	12:04:06	-2.42217e-05	-4.63051e-05	5.15364	9.85231	-2.73803e-05	-5.23435e-05	5.82569	11.1371	-6.46256e-06	36.2203	3.552	40.7944	0.544	0.377	0.159	0.825	2.00031	3.15375	30.0156	39.584	2.220	-3.954	0.0084	26.752	18.426	407.944	50.550	0.000	48.330	52.129	0.896	0.7189
2024/12/11	12:03:42	2024/12/11	12:04:08	-3.41835e-05	-6.53493e-05	6.9789	13.3417	-3.63786e-05	-6.95457e-05	7.42704	14.1984	1.3985e-06	36.0408	3.5344	40.7748	0.543	0.398	0.148	0.205	2.00062	3.10344	30	39.581	2.209	-3.954	0.0076	26.514	18.424	407.748	49.550	0.000	48.327	52.132	0.893	0.7100
2024/12/11	12:03:43	2024/12/11	12:04:08	-3.41835e-05	-6.53494e-05	7.01825	13.4169	-3.63786e-05	-6.95457e-05	7.46892	14.2785	1.3985e-06	35.8451	3.5152	40.8578	0.512	0.360	0.155	1.295	2	3.12094	30	39.575	2.197	-3.954	0.0075	26.492	18.424	408.578	49.550	0.000	48.327	52.136	0.902	0.7166
2024/12/11	12:03:44	2024/12/11	12:04:09	-3.5711e-05	-6.82693e-05	7.26962	13.8975	-2.94118e-05	-5.62272e-05	5.98732	11.4461	-7.32466e-06	35.6003	3.4912	40.8163	0.888	0.481	0.028	9.073	2	3.1325	30	39.589	2.182	-3.954	0.0062	26.452	18.424	408.163	49.930	0.000	48.331	52.136	0.903	0.7162
2024/12/11	12:03:45	2024/12/11	12:04:11	-3.51379e-05	-6.71738e-05	6.91265	13.2151	-2.48131e-05	-4.74356e-05	4.88145	9.33197	-1.09718e-05	35.4861	3.48	40.77	0.488	0.430	0.094	1.290	1.99969	3.10125	30	39.586	2.175	-3.954	0.0070	26.518	18.421	407.700	50.140	0.000	48.333	52.132	0.902	0.7171
2024/12/11	12:03:46	2024/12/11	12:04:12	-4.50559e-05	-8.61343e-05	8.76925	16.7643	-3.15837e-05	-6.03791e-05	6.14714	11.7516	-1.27652e-06	35.1598	3.448	40.7456	0.804	0.484	0.125	6.817	1.99969	3.10562	29.9844	39.593	2.155	-3.954	0.0069	26.753	18.419	407.456	49.490	0.000	48.327	52.129	0.895	0.7179
2024/12/11	12:03:47	2024/12/11	12:04:13	-3.57179e-05	-6.82826e-05	6.86337	13.1208	-3.26014e-05	-6.23247e-05	6.26451	11.976	-6.65076e-06	35.2251	3.4544	40.8505	0.703	0.419	0.152	1.927	2	3.10188	30	39.569	2.159	-3.954	0.0069	26.467	18.417	408.505	49.180	0.000	48.330	52.129	0.903	0.7166
2024/12/11	12:03:48	2024/12/11	12:04:13	-3.57179e-05	-6.82827e-05	6.95116	13.2887	-3.26014e-05	-6.23247e-05	6.34465	12.1292	-6.65076e-06	35.0456	3.4368	40.7992	0.532	0.576	0.022	3.994	1.99937	3.14156	30.0156	39.577	2.148	-3.954	0.0062	26.759	18.421	407.992	49.560	0.000	48.326	52.132	0.903	0.7245
2024/12/11	12:03:49	2024/12/11	12:04:14	-4.82319e-05	-9.22059e-05	9.27703	17.7351	-2.8984e-05	-5.54094e-05	5.57485	10.6576	-5.09595e-06	34.8498	3.4176	40.7773	0.829	0.464	-0.017	14.020	1.99969	3.14156	30	39.557	2.136	-3.954	0.0068	26.903	18.421	407.773	49.420	0.000	48.332	52.129	0.899	0.7253
2024/12/11	12:03:50	2024/12/11	12:04:15	-3.48778e-05	-6.66765e-05	6.60881	12.6342	-3.18267e-05	-6.08438e-05	6.03068	11.529	-4.62332e-06	34.6051	3.3936	40.8383	0.604	0.453	0.180	0.586	2.00062	3.12875	30	39.563	2.121	-3.954	0.0074	26.466	18.422	408.383	49.800	0.000	48.333	52.129	0.903	0.7163
2024/12/11	12:03:51	2024/12/11	12:04:16	-4.45902e-05	-8.5244e-05	8.36302	15.9877	-2.9982e-05	-5.73172e-05	5.62321	10.75	-8.48631e-06	34.6051	3.3936	40.7651	0.920	0.491	0.005	11.145	1.99969	3.13313	30	39.551	2.121	-3.954	0.0068	26.513	18.422	407.651	50.180	0.000	48.332	52.129	0.891	0.7086
2024/12/11	12:03:52	2024/12/11	12:04:17	-3.9661e-05	-7.58207e-05	7.31112	13.9768	-4.76887e-05	-9.11674e-05	8.79095	16.8058	-1.62205e-06	34.4256	3.376	40.6992	0.634	0.596	-0.028	26.068	2.00062	3.11469	30	39.574	2.110	-3.954	0.0068	26.720	18.424	406.992	50.560	0.000	48.327	52.132	0.904	0.7238
2024/12/11	12:03:53	2024/12/11	12:04:18	-4.18087e-05	-7.99266e-05	7.63666	14.5991	-3.08562e-05	-5.89884e-05	5.6361	10.7746	-9.42598e-06	34.2298	3.3568	40.809	0.898	0.456	0.098	5.996	2	3.11906	30	39.598	2.098	-3.954	0.0070	26.783	18.424	408.090	50.560	0.000	48.330	52.132	0.903	0.7249
2024/12/11	12:03:54	2024/12/11	12:04:20	-5.48309e-05	-0.000104821	9.74561	18.6309	-3.20214e-05	-6.12159e-05	5.69146	10.8805	-3.0709e-06	34.0504	3.3392	40.7431	0.704	0.544	-0.072	18.667	2	3.10125	29.9844	39.579	2.087	-3.954	0.0089	26.454	18.424	407.431	50.420	0.000	48.332	52.132	0.901	0.7144
2024/12/11	12:03:55	2024/12/11	12:04:20	-5.48309e-05	-0.000104821	9.76525	18.6684	-3.20214e-05	-6.12159e-05	5.70293	10.9024	-3.0709e-06	33.6098	3.296	40.7626	0.684	0.430	0.146	1.688	2.00031	3.1075	30	39.584	2.060	-3.954	0.0075	26.638	18.424	407.626	49.770	0.000	48.331	52.129	0.897	0.7160
2024/12/11	12:03:56	2024/12/11	12:04:21	-5.33071e-05	-0.000101908	9.44457	18.0554	-3.30098e-05	-6.31056e-05	5.84844	11.1806	-1.0091e-05	33.4793	3.2832	40.7773	0.905	0.503	0.024	15.855	2.00031	3.12562	30.0156	39.612	2.052	-3.954	0.0053	26.690	18.426	407.773	49.970	0.000	48.331	52.129	0.900	0.7199
