Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[N2O] dissolved with water vapour (ppm),[N2O] dissolved with water vapour (nmol/L),[N2O] dissolved with constant dry gas flow (ppm),[N2O] dissolved with constant dry gas flow (nmol/L),[NH3] dissolved (ppm),Depth (meter),Hydrostatic Pressure Calibrated (bar),Carrier gas pressure calibrated (bar),[CH4] measured (ppm),[N2O] measured (ppm),[NH3] measured (ppm),[H2O] measured (%),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Carrier gas pressure (dbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,Error Standard_FLAG,[CH4] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_FLAG,[NH3] measured (ppm)_RSD,[NH3] measured (ppm)_FLAG,[H2O] measured (%)_RSD,[H2O] measured (%)_FLAG,is_downcast,Dry gas Flow [sccm],water vapour,[CH4] dissolved with water vapour (ppm) corrected Tcell,[CH4] dissolved with water vapour (nmol/L) corrected Tcell,H20 measured,[H2O] measured corrected Tcell,Total Flow (sccm) corrected Tcell
2024/11/27,12:58:56,2024/11/27,12:59:05,9.49792,10.5305,221.407,245.477,0.975304,1.08133,22.7354,25.207,0.0781693,-1.14567,-0.1152,45.2864,2.555,0.572,0.098,3.0588,1.99969,8.76062,29.9531,39.703,-0.072,0.551,0.0053,26.526,25.386,452.864,36.93,0.0,48.317,52.148,0.883,0.7022,2024-11-27 12:58:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9574896398369328e-06,2.880127631999869e-05,0.0,0.0002866326530612245,0.0,-2.182595182595183e-05,0.0,True,6.49296015544,0.26796984456,9.524085042633375,9.524085042633375,0.030588,0.03081395658667311,8.523464112026673
2024/11/27,12:58:57,2024/11/27,12:59:06,8.7388,9.68883,198.677,220.276,0.66243,0.734446,15.0604,16.6977,0.680193,-1.20932,-0.1216,45.3157,2.868,0.542,-0.013,4.3726,2.0,8.59125,29.9844,39.704,-0.076,0.393,0.0139,26.536,25.386,453.157,36.93,0.0,48.318,52.152,0.888,0.7061,2024-11-27 12:58:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.210944294411132e-05,0.00029166855365849977,0.0,-0.01486230769230769,0.0,1.5288020256369678e-05,0.0,True,6.215589002500001,0.37566099750000004,8.762792525936012,8.762792525936012,0.043726,0.04404791271763956,8.25963691521764
2024/11/27,12:58:58,2024/11/27,12:59:07,10.451,11.5872,240.621,266.78,0.717805,0.795841,16.5266,18.3232,-0.0543646,-1.20932,-0.1216,45.2913,2.271,0.882,,5.4132,2.00031,8.69219,30.0156,39.687,-0.076,0.556,0.0122,26.763,25.389,452.913,37.65,0.0,48.316,52.152,0.891,0.7147,2024-11-27 12:58:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4241699358913024e-05,0.00020735436504343104,0.0,0.029768000000000003,1.0,3.3053519875638466e-05,0.0,True,6.22135437092,0.47052562908,10.481346117346247,10.481346117346247,0.054132,0.0545535884952839,8.276217959415284
2024/11/27,12:58:59,2024/11/27,12:59:08,10.1798,11.2865,237.954,263.823,0.934191,1.03575,21.8367,24.2107,-0.0150973,-1.27297,-0.128,45.2669,2.445,0.736,,8.02,2.00031,8.8225,30.0313,39.703,-0.08,0.553,0.007,26.635,25.389,452.669,37.5,0.0,48.316,52.152,0.887,0.7082,2024-11-27 12:58:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.813454095365332e-06,5.245180054185922e-05,0.0,0.002882352941176471,1.0,9.150326797385621e-06,0.0,True,6.1146255,0.7075645,10.207843498050018,10.207843498050018,0.0802,0.08079244534625288,8.195727945346253
2024/11/27,12:59:00,2024/11/27,12:59:09,10.4369,11.5715,247.474,274.377,0.823512,0.91304,19.5266,21.6495,0.200818,-1.20932,-0.1216,45.2352,2.702,0.641,0.069,7.811400000000001,1.99969,8.88375,30.0156,39.682,-0.076,0.414,0.0046,26.522,25.393,452.352,37.01,0.0,48.316,52.152,0.87,0.6918,2024-11-27 12:59:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0274219356322283e-06,2.5694828976384074e-05,0.0,0.0003066666666666667,0.0,3.6127710431961754e-06,0.0,True,6.190114752499999,0.6939452475,10.467690712230024,10.467690712230024,0.078114,0.07873215924977688,8.268536911749775
2024/11/27,12:59:01,2024/11/27,12:59:10,8.58439,9.51764,205.475,227.813,1.09881,1.21826,26.3009,29.1602,-0.071847,-1.14567,-0.1152,45.2693,2.69,0.752,0.031,7.1584,2.0,8.95688,29.9688,39.715,-0.072,0.471,0.0043,26.48,25.394,452.693,37.55,0.0,48.315,52.152,0.884,0.7021,2024-11-27 12:59:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1539095963720193e-06,1.682729498275407e-05,0.0,0.0005964516129032258,0.0,1.5740188984421555e-06,0.0,True,6.31571070208,0.6411692979200001,8.607080415746012,8.607080415746012,0.07158400000000001,0.07209128111324552,8.387801983193246
2024/11/27,12:59:02,2024/11/27,12:59:11,9.21897,10.2212,210.236,233.091,0.862655,0.956438,19.6726,21.8113,0.230484,-1.20932,-0.1216,45.2742,2.649,0.738,0.034,10.949200000000001,2.0,8.58844,29.9844,39.722,-0.076,0.479,0.0048,26.496,25.396,452.742,37.4,0.0,48.317,52.152,0.868,0.6895,2024-11-27 12:59:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4991945954916867e-06,2.6708243735908327e-05,0.0,0.0006776470588235292,0.0,1.987063389391979e-06,0.0,True,5.64807452752,0.9403654724800002,9.242737699995539,9.242737699995539,0.109492,0.11024872742024161,7.758323254940242
2024/11/27,12:59:03,2024/11/27,12:59:12,9.8471,10.9176,222.422,246.602,1.02268,1.13386,23.0998,25.6111,0.0392777,-1.20932,-0.1216,45.2718,2.32,0.778,,12.162200000000002,2.00062,8.53063,30.0156,39.694,-0.076,0.51,0.0109,26.567,25.398,452.718,37.08,0.0,48.317,52.148,0.888,0.7076,2024-11-27 12:59:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2065481207665202e-05,0.0001161751476512692,0.0,0.005657619047619047,1.0,9.596930533117931e-05,0.0,True,5.492497718140001,1.0375122818600002,9.875051332797483,9.875051332797483,0.12162200000000002,0.12254786628649576,7.615665584426496
2024/11/27,12:59:04,2024/11/27,12:59:13,9.47342,10.5033,224.636,249.057,0.928252,1.02917,22.0109,24.4038,0.0491823,-1.27297,-0.128,45.2522,2.614,0.711,-0.066,11.528400000000001,2.0,8.835,30.0,39.708,-0.08,0.527,0.009,26.807,25.403,452.522,37.28,0.0,48.319,52.152,0.893,0.7174,2024-11-27 12:59:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.550238456650289e-06,8.726078694147709e-05,0.0,-0.001227272727272727,0.0,3.332099222510181e-06,0.0,True,5.816465860000001,1.01853414,9.499077006995897,9.499077006995897,0.11528400000000001,0.11612117327631212,7.932587033276313
2024/11/27,12:59:05,2024/11/27,12:59:14,8.81682,9.77534,204.893,227.167,1.03437,1.14682,24.0376,26.6508,-0.141553,-1.46392,-0.1472,45.2937,2.728,0.647,0.052,12.2484,2.0,8.74875,29.9688,39.701,-0.092,0.516,0.0035,26.533,25.403,452.937,37.82,0.0,48.316,52.148,0.89,0.7078,2024-11-27 12:59:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3893898253565346e-06,1.1842957549039513e-05,0.0,0.00023557692307692312,0.0,1.027512162388861e-06,0.0,True,5.677168105,1.071581895,8.841272750108613,8.841272750108613,0.122484,0.12339493969727659,7.8005630446972765
2024/11/27,12:59:06,2024/11/27,12:59:15,8.80079,9.75755,197.888,219.401,1.06508,1.18087,23.9486,26.5522,-0.00610423,-1.27297,-0.128,45.2376,2.496,0.437,0.45,15.6628,2.0,8.57844,30.0156,39.692,-0.08,0.397,0.0205,26.416,25.407,452.376,38.19,0.0,48.316,52.152,0.838,0.6638,2024-11-27 12:59:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7751395045217544e-05,0.00039457129980846514,0.0,0.0009338888888888889,0.0,4.8991606435066456e-05,0.0,True,5.234816099680001,1.3436239003200001,8.825935089068755,8.825935089068755,0.15662800000000002,0.15782820776249407,7.392644307442494
2024/11/27,12:59:07,2024/11/27,12:59:16,9.69002,10.7435,218.547,242.306,0.997311,1.10573,22.4932,24.9385,0.173631,-1.46392,-0.1472,45.3108,2.988,0.474,-0.036,11.401399999999999,1.99969,8.58781,30.0313,39.698,-0.092,0.478,0.0132,26.857,25.407,453.108,38.19,0.0,48.314,52.155,0.891,0.7172,2024-11-27 12:59:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7981387035320876e-05,0.00017470979463778098,0.0,-0.00484,0.0,1.1466929911154984e-05,0.0,True,5.608989430659999,0.9791305693399999,9.717164900148566,9.717164900148566,0.11401399999999999,0.11487051823475526,7.723549948894755
2024/11/27,12:59:08,2024/11/27,12:59:17,10.3089,11.4296,232.069,257.298,0.947379,1.05037,21.3269,23.6455,0.0304755,-1.20932,-0.1216,45.2986,2.911,0.617,-0.01,11.645,2.0,8.57563,30.0469,39.689,-0.076,0.494,0.0084,26.78,25.407,452.986,37.36,0.0,48.314,52.152,0.891,0.7152,2024-11-27 12:59:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.844571195762884e-06,7.44791683159538e-05,0.0,-0.007055999999999999,0.0,3.8536318951392675e-06,0.0,True,5.5769978865,0.9986321135,10.338641687474441,10.338641687474441,0.11645,0.117351090913175,7.694348977413175
2024/11/27,12:59:09,2024/11/27,12:59:18,9.14732,10.1418,207.535,230.096,1.26333,1.40067,28.6624,31.7784,0.0652685,-1.09794,-0.1104,45.2986,3.007,0.548,0.134,9.2356,1.99937,8.60938,30.0469,39.704,-0.069,0.539,0.0092,26.806,25.41,452.986,37.21,0.0,48.316,52.155,0.892,0.7165,2024-11-27 12:59:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.252983387483985e-06,6.699753825207982e-05,0.0,0.0006316417910447761,0.0,2.819453697534977e-05,0.0,True,5.81488210072,0.79512789928,9.172434124633247,9.172434124633247,0.092356,0.09303592889700221,7.9072880296170025
2024/11/27,12:59:10,2024/11/27,12:59:19,8.94569,9.91821,199.739,221.453,1.13394,1.25722,25.3186,28.0711,-0.109892,-1.20932,-0.1216,45.323,2.476,0.732,-0.048,8.3624,2.0,8.51969,30.0,39.691,-0.076,0.485,0.0088,26.845,25.414,453.23,37.24,0.0,48.316,52.152,0.891,0.717,2024-11-27 12:59:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.656682715363487e-06,6.829285500114645e-05,0.0,-0.0016133333333333334,0.0,5.893455098934551e-06,0.0,True,5.80723944344,0.71245055656,8.971332310576706,8.971332310576706,0.08362399999999999,0.08426688979831821,7.891506333238318
2024/11/27,12:59:11,2024/11/27,12:59:20,10.7062,11.8701,244.052,270.584,0.756611,0.838865,17.2473,19.1223,0.195413,-1.27297,-0.128,45.2425,2.642,0.571,0.153,6.2482,2.0,8.63281,30.0156,39.689,-0.08,0.485,0.0091,26.713,25.417,452.425,37.43,0.0,48.314,52.155,0.889,0.7117,2024-11-27 12:59:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.734770506809139e-06,0.00010944858057839497,0.0,0.0005412418300653595,0.0,-2.387143268953589e-05,0.0,True,6.0934147655799995,0.5393952344199999,10.73708791766715,10.73708791766715,0.062481999999999996,0.0629654861523143,8.156380251732314
2024/11/27,12:59:12,2024/11/27,12:59:21,9.36386,10.3818,221.47,245.547,1.00115,1.10999,23.6788,26.253,0.137933,-1.20932,-0.1216,45.2108,2.814,0.675,0.026,10.5042,2.00062,8.865,30.0,39.686,-0.076,0.366,0.0048,26.804,25.419,452.108,37.46,0.0,48.318,52.152,0.892,0.717,2024-11-27 12:59:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4605237583646053e-06,2.3013534435399288e-05,0.0,0.0008861538461538461,0.0,2.127620278880783e-06,0.0,True,5.933182670000001,0.9311973300000002,9.391136556127272,9.391136556127272,0.10504200000000001,0.10586271765666815,8.039665387656669
2024/11/27,12:59:13,2024/11/27,12:59:22,9.38162,10.4015,213.208,236.387,1.07235,1.18893,24.3705,27.0199,0.0438695,-1.09794,-0.1104,45.2278,2.744,0.621,0.033,12.6128,1.99969,8.59469,29.9844,39.682,-0.069,0.336,0.0043,26.58,25.419,452.278,37.83,0.0,48.316,52.148,0.869,0.6922,2024-11-27 12:59:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.970874966157231e-06,1.7242504779223204e-05,0.0,0.0005603030303030303,0.0,2.3891975707455747e-06,0.0,True,5.51096893968,1.08403106032,9.4092974484446,9.4092974484446,0.126128,0.1271261205655306,7.63778506024553
2024/11/27,12:59:14,2024/11/27,12:59:23,9.67011,10.7214,219.051,242.865,0.979601,1.0861,22.1903,24.6027,0.119473,-1.20932,-0.1216,45.3254,2.528,0.685,-0.094,14.896,2.0,8.56438,30.0,39.703,-0.076,0.428,0.0129,26.623,25.422,453.254,38.02,0.0,48.316,52.155,0.89,0.7107,2024-11-27 12:59:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7208697729395014e-05,0.0001698752859582626,0.0,-0.0017703191489361703,0.0,6.8532246108228315e-06,0.0,True,5.288629955199999,1.2757500448,9.696749394774795,9.696749394774795,0.14896,0.15006038227902532,7.4386903374790245
2024/11/27,12:59:15,2024/11/27,12:59:24,10.4191,11.5518,248.281,275.273,0.777208,0.861701,18.5205,20.5339,0.278201,-1.20932,-0.1216,45.284,2.49,0.696,-0.004,14.874600000000001,2.0,8.86281,29.9688,39.701,-0.076,0.453,0.0084,26.828,25.422,452.84,37.02,0.0,48.313,52.152,0.891,0.7168,2024-11-27 12:59:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77217801921471e-06,9.078650760156868e-05,0.0,-0.017639999999999996,0.0,2.97935227800532e-06,0.0,True,5.54450246374,1.3183075362599999,10.44799654644834,10.44799654644834,0.14874600000000002,0.14985225580656336,7.694354719546563
2024/11/27,12:59:16,2024/11/27,12:59:25,8.15409,9.04055,193.055,214.043,0.983571,1.0905,23.2869,25.8185,0.179826,-1.27297,-0.128,45.2571,2.747,0.653,0.114,14.468,1.99969,8.79656,29.9531,39.703,-0.08,0.264,0.0049,26.581,25.424,452.571,37.38,0.0,48.316,52.155,0.874,0.6967,2024-11-27 12:59:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9445345832582177e-06,2.4411049126092575e-05,0.0,0.00021061403508771927,0.0,3.0212658864980493e-06,0.0,True,5.524183699199999,1.2726863008,8.1765530353263,8.1765530353263,0.14468,0.14574876549496096,7.66962246469496
2024/11/27,12:59:17,2024/11/27,12:59:26,10.4345,11.5689,249.418,276.533,0.880429,0.976144,21.0451,23.333,0.240947,-1.03429,-0.104,45.2449,2.921,0.62,,12.5772,1.99969,8.83344,29.9844,39.699,-0.065,0.277,0.0061,26.554,25.424,452.449,37.38,0.0,48.314,52.155,0.874,0.6954,2024-11-27 12:59:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5660549139872545e-06,4.2263487458954676e-05,0.0,0.0018605000000000002,1.0,3.470434620406641e-06,0.0,True,5.72275058432,1.1109994156799998,10.463633371213803,10.463633371213803,0.125772,0.12671369691422046,7.84915428123422
2024/11/27,12:59:18,2024/11/27,12:59:27,10.3179,11.4396,240.968,267.165,0.964645,1.06951,22.5287,24.9778,-0.0715909,-1.33662,-0.1344,45.2742,2.602,0.83,,8.6168,2.0,8.70813,30.0,39.701,-0.084,0.297,0.0068,26.771,25.426,452.742,37.58,0.0,48.316,52.155,0.873,0.7009,2024-11-27 12:59:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.481532094709194e-06,4.7934732466347726e-05,0.0,0.0010753488372093024,1.0,8.103750438135295e-06,0.0,True,5.95776785416,0.75036214584,10.346515876284835,10.346515876284835,0.086168,0.08680884984026428,8.044576704000264
2024/11/27,12:59:19,2024/11/27,12:59:28,10.688,11.8499,244.352,270.916,0.723993,0.802701,16.5521,18.3515,-0.150341,-1.33662,-0.1344,45.2425,2.531,0.741,-0.072,8.6116,2.0,8.59281,30.0156,39.717,-0.084,0.423,0.0091,26.85,25.429,452.425,37.43,0.0,48.315,52.152,0.891,0.7173,2024-11-27 12:59:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.747941616766468e-06,0.00011437955891838733,0.0,-0.001150138888888889,0.0,5.584704612894524e-06,0.0,True,5.85283157404,0.73997842596,10.716051944978968,10.716051944978968,0.086116,0.08672194967732186,7.939553523717321
2024/11/27,12:59:20,2024/11/27,12:59:29,9.5024,10.5354,222.369,246.544,0.989926,1.09755,23.1657,25.6841,0.0702874,-1.20932,-0.1216,45.2693,3.051,0.498,0.129,7.803200000000001,1.99969,8.74906,30.0313,39.682,-0.076,0.467,0.0097,26.872,25.431,452.693,37.46,0.0,48.315,52.148,0.892,0.7185,2024-11-27 12:59:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.90170904192625e-06,9.504750860165306e-05,0.0,0.0007293798449612404,0.0,2.424375161040969e-05,0.0,True,6.06666335008,0.6827066499200001,9.530433770937211,9.530433770937211,0.07803200000000002,0.07864951033846161,8.145002860418462
2024/11/27,12:59:21,2024/11/27,12:59:30,9.63987,10.6879,230.99,256.102,0.945864,1.04869,22.6647,25.1287,0.100991,-1.27297,-0.128,45.2742,2.697,0.666,0.092,7.9524,2.0,8.89687,29.9688,39.715,-0.08,0.341,0.0042,26.769,25.435,452.742,37.31,0.0,48.315,52.152,0.878,0.7044,2024-11-27 12:59:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8299001957495274e-06,1.864961558955621e-05,0.0,0.0001917391304347826,0.0,2.226991541472036e-06,0.0,True,6.18935531012,0.70751468988,9.665350279674794,9.665350279674794,0.079524,0.08008754804495048,8.26944285816495
2024/11/27,12:59:22,2024/11/27,12:59:31,9.84546,10.9158,227.97,252.753,0.882929,0.978916,20.4441,22.6666,-0.0509766,-1.20932,-0.1216,45.1912,2.678,0.707,0.029,4.6302,2.0,8.67906,29.9531,39.713,-0.076,0.305,0.0035,26.826,25.433,451.912,36.82,0.0,48.316,52.148,0.889,0.715,2024-11-27 12:59:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2442283042133128e-06,1.3874275281477902e-05,0.0,0.0004224137931034483,0.0,1.8338323353293417e-06,0.0,True,6.27720216388,0.40185783612000003,9.871666807457096,9.871666807457096,0.046302,0.04663243886074037,8.32383460274074
